排名,球員,球隊,比賽,先發,平均得分,平均籃板,平均助攻,場均時間,場上效率值,投籃%,投籃命中,投籃出手,三分球%,三分命中,三分出手,罰球%,罰球命中,罰球次數,進攻籃板,防守籃板,抄截/場,阻攻/場,失誤,犯規,賽季,賽制,主要位置,次要位置,城市,州
15,CJ McCollum,POR,5,5,23.2,5.8,3.2,39.2,18.4,44.4,8.8,19.8,37.1,2.6,7.0,68.2,3.0,4.4,1.0,4.8,1.2,0.4,3.0,2.0,2019-2020,Playoffs,G,G,Portland,Oregon
16,Jimmy Butler,MIA,21,21,22.2,6.5,6.0,38.4,26.1,48.8,6.857,14.048,34.9,0.714,2.048,85.9,7.81,9.095,2.2,4.3,2.0,0.7,2.8,1.8,2019-2020,Playoffs,F,F,Miami,Florida
17,Jaylen Brown,BOS,17,17,21.8,7.5,2.3,39.5,21.7,47.6,8.059,16.941,35.8,2.529,7.059,84.1,3.118,3.706,1.4,6.1,1.5,0.5,2.4,2.8,2019-2020,Playoffs,G,F,Boston,Massachusetts
18,Malcolm Brogdon,IND,4,4,21.5,4.3,10.0,40.0,23.8,40.0,6.5,16.25,37.5,2.25,6.0,89.3,6.25,7.0,0.0,4.3,1.0,0.0,2.5,2.5,2019-2020,Playoffs,G,G,Indiana,Indiana
19,Chris Paul,OKC,7,7,21.3,7.4,5.3,37.3,24.1,49.1,7.857,16.0,37.2,2.286,6.143,88.5,3.286,3.714,0.4,7.0,1.6,0.4,3.3,2.6,2019-2020,Playoffs,G,G,Oklahoma City,Oklahoma
20,Caris LeVert,BKN,4,4,20.3,6.0,9.5,35.0,20.8,37.0,6.75,18.25,42.9,2.25,5.25,72.0,4.5,6.25,2.0,4.0,1.3,0.3,3.3,1.8,2019-2020,Playoffs,G,G,Brooklyn,New York
21,Khris Middleton,MIL,10,10,20.3,6.9,6.0,35.5,19.4,39.4,7.1,18.0,35.4,2.3,6.5,82.6,3.8,4.6,0.5,6.4,1.1,0.2,3.4,4.1,2019-2020,Playoffs,F,F,Milwaukee,Wisconsin
22,Paul George,LAC,13,13,20.2,6.1,3.8,36.8,18.4,39.8,6.769,17.0,33.3,2.846,8.538,90.9,3.846,4.231,1.1,5.0,1.5,0.5,3.1,3.8,2019-2020,Playoffs,F,F,LA,California
23,T.J. Warren,IND,4,4,20.0,6.3,3.0,39.0,20.0,47.1,8.0,17.0,36.8,1.75,4.75,100.0,2.25,2.25,1.3,5.0,2.3,0.3,2.8,4.0,2019-2020,Playoffs,F,F,Indiana,Indiana
24,Mike Conley,UTA,5,5,19.8,2.8,5.2,33.0,21.4,48.4,6.2,12.8,52.9,3.6,6.8,86.4,3.8,4.4,0.6,2.2,1.6,0.2,1.0,2.0,2019-2020,Playoffs,G,G,Utah,Utah
25,Fred VanVleet,TOR,11,11,19.6,4.4,6.9,39.1,20.5,40.0,6.909,17.273,39.1,3.909,10.0,84.0,1.909,2.273,0.5,3.9,1.6,0.6,2.0,2.5,2019-2020,Playoffs,G,G,Toronto,Ontario
26,Kemba Walker,BOS,17,17,19.6,4.1,5.1,36.9,19.1,44.1,6.647,15.059,31.0,2.294,7.412,85.2,4.059,4.765,0.4,3.7,0.9,0.4,1.9,2.5,2019-2020,Playoffs,G,G,Boston,Massachusetts
27,Goran Dragic,MIA,17,16,19.1,4.1,4.4,32.5,16.9,44.4,7.0,15.765,34.6,2.176,6.294,80.3,2.882,3.588,0.8,3.3,1.0,0.1,2.3,2.9,2019-2020,Playoffs,G,G,Miami,Florida
28,Russell Westbrook,HOU,8,8,17.9,7.0,4.6,32.8,15.5,42.1,7.375,17.5,24.2,1.0,4.125,53.1,2.125,4.0,1.4,5.6,1.5,0.3,3.8,2.9,2019-2020,Playoffs,G,G,Houston,Texas
29,Bam Adebayo,MIA,19,19,17.8,10.3,4.4,36.2,25.5,56.4,6.526,11.579,0.0,0.0,0.053,78.3,4.737,6.053,2.5,7.8,1.0,0.8,2.5,3.1,2019-2020,Playoffs,C,F,Miami,Florida
30,Tim Hardaway Jr.,DAL,6,6,17.8,3.5,1.8,34.0,13.3,42.1,6.667,15.833,35.2,3.167,9.0,72.7,1.333,1.833,0.5,3.0,0.3,0.0,0.5,2.7,2019-2020,Playoffs,G,F,Dallas,Texas
31,Victor Oladipo,IND,4,4,17.8,3.3,2.5,30.8,13.5,39.3,5.5,14.0,36.4,3.0,8.25,93.8,3.75,4.0,0.0,3.3,2.3,0.0,3.5,3.5,2019-2020,Playoffs,G,G,Indiana,Indiana
32,Kyle Lowry,TOR,11,11,17.7,6.5,5.8,37.5,21.1,41.9,5.636,13.455,31.9,2.091,6.545,80.0,4.364,5.455,0.7,5.8,1.7,0.7,2.5,3.6,2019-2020,Playoffs,G,G,Toronto,Ontario
33,Eric Gordon,HOU,12,12,17.3,2.7,3.0,34.2,13.3,40.9,6.0,14.667,32.2,2.417,7.5,87.5,2.917,3.333,0.5,2.2,0.8,0.6,2.0,2.2,2019-2020,Playoffs,G,G,Houston,Texas
34,Dennis Schroder,OKC,7,0,17.3,3.7,3.6,32.4,12.9,40.4,6.286,15.571,28.9,1.857,6.429,80.0,2.857,3.571,0.3,3.4,0.6,0.1,2.4,2.1,2019-2020,Playoffs,G,G,Oklahoma City,Oklahoma
35,Pascal Siakam,TOR,11,11,17.0,7.5,3.8,38.0,16.6,39.6,6.545,16.545,18.9,0.909,4.818,71.7,3.0,4.182,1.3,6.3,1.1,0.4,2.0,3.0,2019-2020,Playoffs,F,F,Toronto,Ontario
36,Rudy Gobert,UTA,7,7,16.9,11.4,1.1,38.6,23.6,64.9,6.857,10.571,0.0,0.0,0.0,52.4,3.143,6.0,3.4,8.0,0.6,1.4,1.3,3.7,2019-2020,Playoffs,C,C,Utah,Utah
37,Josh Richardson,PHI,4,4,16.8,3.8,3.3,36.0,13.5,35.7,5.0,14.0,35.7,2.5,7.0,94.4,4.25,4.5,1.0,2.8,0.5,0.5,2.0,3.0,2019-2020,Playoffs,G,G,Philadelphia,Pennsylvania
38,Jordan Clarkson,UTA,7,0,16.7,3.4,2.1,28.6,14.7,46.4,6.429,13.857,34.7,2.429,7.0,100.0,1.429,1.429,0.3,3.1,0.9,0.0,1.0,2.1,2019-2020,Playoffs,G,G,Utah,Utah
39,Joe Harris,BKN,2,2,16.5,10.0,1.0,36.0,20.0,52.2,6.0,11.5,58.3,3.5,6.0,50.0,1.0,2.0,1.0,9.0,0.5,0.0,1.5,4.5,2019-2020,Playoffs,G,F,Brooklyn,New York
40,Terrence Ross,ORL,5,0,16.4,4.4,1.0,27.0,14.0,46.9,6.0,12.8,33.3,2.0,6.0,85.7,2.4,2.8,0.2,4.2,0.8,0.2,1.6,2.8,2019-2020,Playoffs,G,F,Orlando,Florida
41,Shai Gilgeous-Alexander,OKC,7,7,16.3,5.3,4.1,39.9,17.6,43.3,5.571,12.857,40.0,2.0,5.0,95.7,3.143,3.286,0.4,4.9,1.0,0.4,2.1,2.4,2019-2020,Playoffs,G,F,Oklahoma City,Oklahoma
42,Tyler Herro,MIA,21,5,16.0,5.1,3.7,33.7,15.4,43.3,5.714,13.19,37.5,2.286,6.095,87.0,2.238,2.571,0.3,4.8,0.4,0.1,2.0,1.5,2019-2020,Playoffs,G,G,Miami,Florida
43,Timothe Luwawu-Cabarrot,BKN,4,3,16.0,3.8,1.5,32.8,10.0,33.9,5.0,14.75,33.3,3.25,9.75,91.7,2.75,3.0,0.3,3.5,0.8,0.0,2.0,3.5,2019-2020,Playoffs,G,F,Brooklyn,New York
44,Tobias Harris,PHI,4,4,15.8,9.5,4.0,37.3,18.5,38.3,5.75,15.0,13.3,0.5,3.75,78.9,3.75,4.75,3.5,6.0,0.5,0.3,1.3,2.8,2019-2020,Playoffs,F,F,Philadelphia,Pennsylvania
45,Brook Lopez,MIL,10,10,15.8,5.5,0.5,32.8,17.1,53.5,6.1,11.4,39.6,2.1,5.3,75.0,1.5,2.0,1.9,3.6,1.0,1.3,1.2,2.7,2019-2020,Playoffs,C,C,Milwaukee,Wisconsin
46,Myles Turner,IND,4,4,15.8,10.8,0.8,36.5,22.5,56.8,6.25,11.0,42.9,1.5,3.5,43.8,1.75,4.0,2.8,8.0,0.5,4.0,2.3,3.2,2019-2020,Playoffs,C,F,Indiana,Indiana
47,Carmelo Anthony,POR,5,5,15.2,5.0,2.0,35.2,12.6,41.2,5.6,13.6,42.1,1.6,3.8,85.7,2.4,2.8,0.2,4.8,1.0,0.4,2.6,4.0,2019-2020,Playoffs,F,F,Portland,Oregon
48,Danilo Gallinari,OKC,7,7,15.0,5.4,1.0,30.3,13.3,40.5,4.571,11.286,32.4,1.714,5.286,96.7,4.143,4.286,0.7,4.7,0.7,0.1,2.1,1.6,2019-2020,Playoffs,F,F,Oklahoma City,Oklahoma
49,Serge Ibaka,TOR,11,0,14.8,7.7,1.2,22.8,19.8,57.3,5.727,10.0,51.1,2.091,4.091,100.0,1.273,1.273,1.5,6.2,0.2,1.3,1.1,2.5,2019-2020,Playoffs,F,F,Toronto,Ontario
50,Shake Milton,PHI,4,4,14.5,3.3,2.8,31.5,13.5,47.7,5.25,11.0,40.0,2.5,6.25,85.7,1.5,1.75,0.3,3.0,0.5,0.0,1.5,3.2,2019-2020,Playoffs,G,F,Philadelphia,Pennsylvania
51,Marcus Smart,BOS,17,16,14.5,5.2,4.6,38.1,15.9,39.4,4.588,11.647,33.3,2.412,7.235,87.5,2.882,3.294,0.6,4.6,1.2,0.5,2.6,3.2,2019-2020,Playoffs,G,G,Boston,Massachusetts
52,Jusuf Nurkic,POR,5,5,14.2,10.4,3.6,32.2,19.8,43.9,5.0,11.4,27.3,0.6,2.2,78.3,3.6,4.6,2.8,7.6,1.4,0.2,2.6,4.2,2019-2020,Playoffs,C,C,Portland,Oregon
53,Tyler Johnson,BKN,4,2,13.8,1.8,2.3,23.3,11.0,45.7,5.25,11.5,39.3,2.75,7.0,100.0,0.5,0.5,0.0,1.8,0.0,0.3,0.8,2.8,2019-2020,Playoffs,G,G,Brooklyn,New York
54,Norman Powell,TOR,11,0,13.4,2.4,1.0,24.8,11.2,49.0,4.636,9.455,42.3,2.0,4.727,79.3,2.091,2.636,0.4,2.0,0.5,0.3,1.0,2.6,2019-2020,Playoffs,G,G,Toronto,Ontario
55,D.J. Augustin,ORL,5,0,13.2,2.0,6.0,25.6,13.2,39.1,3.6,9.2,47.1,1.6,3.4,95.7,4.4,4.6,0.0,2.0,0.2,0.0,2.4,1.2,2019-2020,Playoffs,G,G,Orlando,Florida
56,Seth Curry,DAL,6,0,12.8,1.8,1.3,28.8,12.0,58.5,5.167,8.833,47.6,1.667,3.5,100.0,0.833,0.833,0.3,1.5,1.0,0.0,1.3,2.3,2019-2020,Playoffs,G,G,Dallas,Texas
57,Evan Fournier,ORL,5,5,12.8,4.0,2.6,34.2,11.0,35.1,4.0,11.4,34.3,2.4,7.0,70.6,2.4,3.4,0.6,3.4,1.2,0.6,1.8,2.0,2019-2020,Playoffs,G,F,Orlando,Florida
58,Lou Williams,LAC,13,0,12.8,3.2,4.2,26.2,12.5,42.5,4.769,11.231,23.5,0.923,3.923,81.1,2.308,2.846,0.5,2.6,0.8,0.2,1.6,1.4,2019-2020,Playoffs,G,G,LA,California
59,Luguentz Dort,OKC,6,6,12.5,3.7,1.0,29.2,6.7,35.5,4.5,12.667,26.0,2.167,8.333,53.3,1.333,2.5,0.8,2.8,0.3,1.0,2.5,4.2,2019-2020,Playoffs,G,G,Oklahoma City,Oklahoma
60,Trey Burke,DAL,6,3,12.3,3.2,2.0,26.0,12.7,50.8,5.0,9.833,47.1,1.333,2.833,60.0,1.0,1.667,0.3,2.8,1.3,0.3,1.0,2.3,2019-2020,Playoffs,G,G,Dallas,Texas
61,Jae Crowder,MIA,21,21,12.0,5.6,1.9,31.4,13.7,40.3,3.857,9.571,34.2,2.619,7.667,76.1,1.667,2.19,0.5,5.0,0.7,0.6,0.7,2.6,2019-2020,Playoffs,F,F,Miami,Florida
62,Markelle Fultz,ORL,5,5,12.0,2.2,5.2,29.4,11.0,40.0,4.8,12.0,37.5,1.2,3.2,85.7,1.2,1.4,0.0,2.2,1.0,0.6,2.6,4.0,2019-2020,Playoffs,G,G,Orlando,Florida
63,Garrett Temple,BKN,4,4,12.0,2.8,2.0,34.3,8.0,34.7,4.25,12.25,25.0,2.25,9.0,83.3,1.25,1.5,0.0,2.8,0.8,0.3,1.5,3.0,2019-2020,Playoffs,G,F,Brooklyn,New York
64,Marcus Morris Sr.,LAC,13,13,11.8,4.8,1.6,29.8,14.2,50.5,4.308,8.538,47.5,2.154,4.538,92.9,1.0,1.077,0.8,4.0,0.8,0.1,0.7,3.0,2019-2020,Playoffs,F,F,LA,California
65,Eric Bledsoe,MIL,9,9,11.7,4.6,5.9,29.7,14.2,38.8,4.222,10.889,25.0,0.889,3.556,80.8,2.333,2.889,0.6,4.0,1.2,0.7,2.6,2.2,2019-2020,Playoffs,G,G,Milwaukee,Wisconsin
66,Duncan Robinson,MIA,21,21,11.7,2.8,1.8,28.6,11.4,42.6,3.571,8.381,39.7,2.952,7.429,86.8,1.571,1.81,0.2,2.5,0.7,0.3,0.8,3.1,2019-2020,Playoffs,F,F,Miami,Florida
67,Jerami Grant,DEN,19,16,11.6,3.3,1.3,34.4,10.5,40.6,3.737,9.211,32.6,1.632,5.0,88.9,2.526,2.842,0.4,2.9,0.6,0.8,1.3,3.1,2019-2020,Playoffs,F,F,Denver,Colorado
68,Jeff Green,HOU,12,0,11.6,5.0,1.6,28.4,13.3,49.5,4.25,8.583,42.6,1.917,4.5,82.4,1.167,1.417,0.4,4.6,0.5,0.5,1.3,2.2,2019-2020,Playoffs,F,F,Houston,Texas
69,Danuel House Jr.,HOU,9,4,11.4,5.8,1.4,31.0,13.1,43.5,4.111,9.444,35.8,2.111,5.889,76.9,1.111,1.444,1.1,4.7,0.9,0.0,0.8,2.4,2019-2020,Playoffs,F,G,Houston,Texas
70,Michael Porter Jr.,DEN,19,3,11.4,6.7,0.8,23.7,13.6,47.6,4.105,8.632,38.2,1.789,4.684,74.3,1.368,1.842,1.1,5.6,0.7,0.3,1.3,2.3,2019-2020,Playoffs,F,F,Denver,Colorado
71,Robert Covington,HOU,12,12,11.2,5.0,1.3,31.6,16.0,49.5,3.917,7.917,50.0,2.833,5.667,85.7,0.5,0.583,0.7,4.3,2.5,1.1,1.0,3.8,2019-2020,Playoffs,F,F,Houston,Texas
72,Gordon Hayward,BOS,5,1,10.8,4.0,2.8,31.4,11.8,40.0,4.0,10.0,29.2,1.4,4.8,87.5,1.4,1.6,0.6,3.4,1.4,0.4,1.4,2.0,2019-2020,Playoffs,F,F,Boston,Massachusetts
73,Kentavious Caldwell-Pope,LAL,21,21,10.7,2.1,1.3,29.0,9.1,41.8,3.762,9.0,37.8,2.143,5.667,81.5,1.048,1.286,0.4,1.7,1.0,0.2,0.7,1.9,2019-2020,Playoffs,G,G,Los Angeles,California
74,OG Anunoby,TOR,11,11,10.5,6.9,1.2,35.7,14.0,45.5,3.636,8.0,41.5,1.545,3.727,64.3,1.636,2.545,2.4,4.5,1.0,1.2,1.5,2.5,2019-2020,Playoffs,F,F,Toronto,Ontario
75,Alec Burks,PHI,4,0,10.5,3.8,1.8,23.8,7.5,32.7,4.0,12.25,18.8,0.75,4.0,77.8,1.75,2.25,1.8,2.0,0.3,0.8,0.8,1.8,2019-2020,Playoffs,G,G,Philadelphia,Pennsylvania
76,Montrezl Harrell,LAC,13,0,10.5,2.9,0.4,18.7,9.0,57.3,3.615,6.308,20.0,0.077,0.385,60.3,3.154,5.231,0.8,2.1,0.4,0.5,0.9,2.2,2019-2020,Playoffs,F,C,LA,California
77,Jarrett Allen,BKN,4,4,10.3,14.8,2.3,33.0,23.5,58.3,3.5,6.0,0.0,0.0,0.0,81.3,3.25,4.0,4.3,10.5,0.5,1.8,2.8,1.8,2019-2020,Playoffs,C,C,Brooklyn,New York
78,Dorian Finney-Smith,DAL,6,6,10.2,5.7,3.2,31.8,14.2,44.2,3.833,8.667,36.7,1.833,5.0,80.0,0.667,0.833,2.0,3.7,1.2,0.5,1.5,3.7,2019-2020,Playoffs,F,F,Dallas,Texas
79,Steven Adams,OKC,7,7,10.1,11.6,1.3,30.0,17.0,59.6,4.429,7.429,0.0,0.0,0.143,45.0,1.286,2.857,4.9,6.7,0.6,0.3,2.3,1.4,2019-2020,Playoffs,C,C,Oklahoma City,Oklahoma
80,Kyle Kuzma,LAL,21,0,10.0,3.1,0.8,23.0,8.2,43.0,3.667,8.524,31.3,1.238,3.952,78.4,1.381,1.762,0.9,2.2,0.3,0.3,1.0,2.4,2019-2020,Playoffs,F,F,Los Angeles,California
81,Gary Trent Jr.,POR,5,1,9.6,2.0,0.6,30.6,6.0,35.6,3.2,9.0,41.7,2.0,4.8,85.7,1.2,1.4,1.0,1.0,0.8,0.0,1.0,3.2,2019-2020,Playoffs,G,F,Portland,Oregon
82,George Hill,MIL,10,1,9.5,2.4,3.1,26.8,10.0,47.8,3.2,6.7,35.7,1.0,2.8,80.8,2.1,2.6,0.5,1.9,0.6,0.0,1.6,1.7,2019-2020,Playoffs,G,G,Milwaukee,Wisconsin
83,Joe Ingles,UTA,7,7,9.1,3.4,4.7,33.4,12.9,40.7,3.143,7.714,35.0,2.0,5.714,100.0,0.857,0.857,0.1,3.3,0.6,0.1,0.6,2.1,2019-2020,Playoffs,F,G,Utah,Utah
84,Monte Morris,DEN,19,4,9.1,1.5,2.7,21.4,9.7,49.6,3.474,7.0,30.0,0.632,2.105,82.4,1.474,1.789,0.2,1.3,0.6,0.1,0.5,1.1,2019-2020,Playoffs,G,G,Denver,Colorado
85,Ivica Zubac,LAC,13,13,9.1,7.2,0.6,24.6,13.7,56.4,3.385,6.0,0.0,0.0,0.0,81.1,2.308,2.846,2.4,4.8,0.2,0.8,0.9,2.6,2019-2020,Playoffs,C,C,LA,California
86,Rajon Rondo,LAL,16,0,8.9,4.3,6.6,24.7,14.7,45.5,3.438,7.563,40.0,1.25,3.125,68.4,0.813,1.188,0.8,3.5,1.4,0.1,2.1,2.2,2019-2020,Playoffs,G,G,Los Angeles,California
87,Daniel Theis,BOS,17,17,8.9,7.1,1.5,28.4,14.5,52.1,3.588,6.882,15.4,0.235,1.529,78.8,1.529,1.941,1.9,5.2,0.4,1.2,0.9,3.9,2019-2020,Playoffs,F,C,Boston,Massachusetts
88,Georges Niang,UTA,7,0,8.3,2.1,0.6,16.3,7.7,50.0,3.143,6.286,41.4,1.714,4.143,100.0,0.286,0.286,0.6,1.6,0.0,0.1,0.3,1.3,2019-2020,Playoffs,F,F,Utah,Utah
89,Danny Green,LAL,21,21,8.0,3.1,1.2,25.0,8.0,34.7,2.81,8.095,33.9,1.857,5.476,66.7,0.476,0.714,1.2,2.0,1.0,0.8,0.6,2.3,2019-2020,Playoffs,G,G,Los Angeles,California
90,Paul Millsap,DEN,19,19,8.0,4.7,1.2,24.2,9.4,39.8,2.474,6.211,34.1,0.789,2.316,79.6,2.263,2.842,1.4,3.3,0.6,0.5,1.3,2.6,2019-2020,Playoffs,F,F,Denver,Colorado
91,P.J. Tucker,HOU,12,12,7.9,7.2,1.5,34.5,12.5,39.8,2.917,7.333,37.3,2.083,5.583,0.0,0.0,0.0,1.9,5.3,1.1,0.3,1.0,3.9,2019-2020,Playoffs,F,F,Houston,Texas
92,Aaron Holiday,IND,4,2,7.8,1.3,2.5,18.0,8.8,57.1,3.0,5.25,44.4,1.0,2.25,60.0,0.75,1.25,0.3,1.0,1.0,0.0,1.0,2.5,2019-2020,Playoffs,G,G,Indiana,Indiana
93,Kelly Olynyk,MIA,17,0,7.6,4.6,1.1,15.2,10.1,47.4,2.647,5.588,34.7,1.0,2.882,82.1,1.353,1.647,0.8,3.9,0.2,0.5,0.8,2.1,2019-2020,Playoffs,F,C,Miami,Florida
94,Gary Clark,ORL,5,5,7.4,5.6,1.4,28.8,10.8,33.3,2.2,6.6,34.4,2.2,6.4,80.0,0.8,1.0,0.8,4.8,1.0,0.4,0.4,1.4,2019-2020,Playoffs,F,F,Orlando,Florida
95,Gary Harris,DEN,14,12,7.4,2.0,1.7,27.1,6.7,37.8,2.429,6.429,36.5,1.357,3.714,77.3,1.214,1.571,0.5,1.5,1.1,0.3,1.5,3.2,2019-2020,Playoffs,G,G,Denver,Colorado
96,Justin Holiday,IND,4,2,7.3,3.8,0.8,32.8,10.5,47.6,2.5,5.25,50.0,2.0,4.0,33.3,0.25,0.75,1.0,2.8,1.5,1.3,0.8,2.0,2019-2020,Playoffs,F,G,Indiana,Indiana
97,Terence Davis,TOR,6,0,7.2,2.2,1.2,14.0,7.2,48.3,2.333,4.833,42.1,1.333,3.167,100.0,1.167,1.167,0.3,1.8,0.2,0.0,1.0,1.8,2019-2020,Playoffs,G,G,Toronto,Ontario
98,Wesley Matthews,MIL,10,10,7.2,1.8,0.9,24.6,6.9,42.1,2.4,5.7,39.5,1.7,4.3,70.0,0.7,1.0,0.6,1.2,0.9,0.4,0.7,2.0,2019-2020,Playoffs,G,G,Milwaukee,Wisconsin
99,James Ennis III,ORL,5,5,7.0,5.8,1.2,23.8,9.2,34.3,2.4,7.0,25.0,0.8,3.2,77.8,1.4,1.8,1.2,4.6,1.0,0.4,1.2,3.8,2019-2020,Playoffs,F,F,Orlando,Florida
100,Al Horford,PHI,4,3,7.0,7.3,2.3,32.0,13.3,48.0,3.0,6.25,0.0,0.0,1.0,57.1,1.0,1.75,2.3,5.0,0.3,1.3,0.8,3.5,2019-2020,Playoffs,C,F,Philadelphia,Pennsylvania
101,Talen Horton-Tucker,LAL,2,0,7.0,2.5,0.0,8.5,7.5,50.0,3.0,6.0,40.0,1.0,2.5,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,2.0,2019-2020,Playoffs,G,G,Los Angeles,California
102,Boban Marjanovic,DAL,6,0,6.8,5.8,0.8,13.7,10.8,56.7,2.833,5.0,0.0,0.0,0.167,77.8,1.167,1.5,1.0,4.8,0.0,0.3,0.5,1.5,2019-2020,Playoffs,C,C,Dallas,Texas
103,Anfernee Simons,POR,4,0,6.8,2.8,2.5,20.5,7.8,30.8,2.0,6.5,42.9,1.5,3.5,83.3,1.25,1.5,0.3,2.5,1.5,0.0,1.0,1.8,2019-2020,Playoffs,G,G,Portland,Oregon
104,Hassan Whiteside,POR,5,3,6.8,7.0,0.4,21.2,11.6,54.2,2.6,4.8,100.0,0.2,0.2,50.0,1.4,2.8,1.4,5.6,0.2,2.0,1.2,3.4,2019-2020,Playoffs,C,C,Portland,Oregon
105,Maxi Kleber,DAL,6,6,6.7,6.5,1.5,33.8,10.7,33.3,2.167,6.5,19.2,0.833,4.333,75.0,1.5,2.0,1.7,4.8,0.3,1.2,0.7,3.3,2019-2020,Playoffs,F,F,Dallas,Texas
106,Darius Bazley,OKC,7,0,6.6,6.7,0.9,18.0,11.0,41.9,1.857,4.429,50.0,1.571,3.143,90.0,1.286,1.429,0.3,6.4,0.0,0.4,0.9,0.3,2019-2020,Playoffs,F,G,Oklahoma City,Oklahoma
107,Donte DiVincenzo,MIL,10,1,6.6,3.2,1.2,16.5,7.5,45.1,2.3,5.1,33.3,0.7,2.1,65.0,1.3,2.0,0.8,2.4,0.7,0.3,1.0,2.1,2019-2020,Playoffs,G,G,Milwaukee,Wisconsin
108,Alex Caruso,LAL,21,1,6.5,2.3,2.8,24.3,8.4,42.5,2.286,5.381,27.9,0.81,2.905,80.0,1.143,1.429,0.7,1.6,1.1,0.6,1.5,2.6,2019-2020,Playoffs,G,G,Los Angeles,California
109,Justin Anderson,BKN,3,0,6.3,2.7,1.0,9.3,7.3,41.7,1.667,4.0,45.5,1.667,3.667,100.0,1.333,1.333,0.0,2.7,0.0,0.3,0.7,0.7,2019-2020,Playoffs,F,G,Brooklyn,New York
110,Patrick Beverley,LAC,8,8,6.3,4.1,2.4,20.8,10.6,51.3,2.5,4.875,36.4,1.0,2.75,50.0,0.25,0.5,1.1,3.0,1.0,0.4,0.9,3.9,2019-2020,Playoffs,G,G,LA,California
