排名,球員,球隊,比賽,先發,平均得分,平均籃板,平均助攻,場均時間,場上效率值,投籃%,投籃命中,投籃出手,三分球%,三分命中,三分出手,罰球%,罰球命中,罰球次數,進攻籃板,防守籃板,抄截/場,阻攻/場,失誤,犯規,賽季,賽制,主要位置,次要位置,城市,州
20,Pascal Siakam,TOR,60,60,22.9,7.3,3.5,35.2,21.9,45.3,8.333,18.4,35.9,2.183,6.083,79.2,4.0,5.05,1.1,6.3,1.0,0.9,2.5,2.8,2019-2020,RegularSeason,F,F,Toronto,Ontario
21,Zion Williamson,NOP,24,24,22.5,6.3,2.1,27.8,20.5,58.3,8.75,15.0,42.9,0.25,0.583,64.0,4.75,7.417,2.7,3.6,0.7,0.4,2.5,1.8,2019-2020,RegularSeason,F,F,New Orleans,Louisiana
22,CJ McCollum,POR,70,70,22.2,4.2,4.4,36.5,19.2,45.1,8.729,19.371,37.9,2.771,7.314,75.7,2.0,2.643,0.7,3.6,0.8,0.6,1.8,2.6,2019-2020,RegularSeason,G,G,Portland,Oregon
23,DeMar DeRozan,SAS,68,68,22.1,5.5,5.6,34.1,23.9,53.1,8.191,15.426,25.7,0.132,0.515,84.5,5.603,6.632,0.6,4.9,1.0,0.3,2.4,2.6,2019-2020,RegularSeason,G,F,San Antonio,Texas
24,Andrew Wiggins,GSW,54,54,21.8,5.1,3.7,34.4,18.4,44.7,8.093,18.111,33.2,2.056,6.185,70.9,3.519,4.963,1.2,3.9,0.8,1.0,2.4,2.4,2019-2020,RegularSeason,F,F,Golden State,California
25,John Collins,ATL,41,41,21.6,10.1,1.5,33.2,26.9,58.3,8.61,14.756,40.1,1.439,3.585,80.0,2.927,3.659,2.8,7.3,0.8,1.6,1.8,3.4,2019-2020,RegularSeason,F,F,Atlanta,Georgia
26,Paul George,LAC,48,48,21.5,5.7,3.9,29.6,20.6,43.9,7.146,16.292,41.2,3.271,7.938,87.6,3.958,4.521,0.5,5.2,1.4,0.4,2.6,2.4,2019-2020,RegularSeason,F,F,LA,California
27,De'Aaron Fox,SAC,51,49,21.1,3.8,6.8,32.0,20.3,48.0,7.667,15.98,29.2,1.059,3.627,70.5,4.725,6.706,0.7,3.2,1.5,0.5,3.1,2.8,2019-2020,RegularSeason,G,G,Sacramento,California
28,Khris Middleton,MIL,62,59,20.9,6.2,4.3,29.9,22.1,49.7,7.597,15.274,41.5,2.371,5.71,91.6,3.355,3.661,0.7,5.5,0.9,0.1,2.2,2.3,2019-2020,RegularSeason,F,F,Milwaukee,Wisconsin
29,Stephen Curry,GSW,5,5,20.8,5.2,6.6,27.8,21.0,40.2,6.6,16.4,24.5,2.4,9.8,100.0,5.2,5.2,0.8,4.4,1.0,0.4,3.2,2.2,2019-2020,RegularSeason,G,G,Golden State,California
30,Collin Sexton,CLE,65,65,20.8,3.1,3.0,33.0,16.1,47.2,7.892,16.708,38.0,1.492,3.923,84.6,3.477,4.108,0.9,2.2,1.0,0.1,2.4,2.2,2019-2020,RegularSeason,G,G,Cleveland,Ohio
31,Spencer Dinwiddie,BKN,64,49,20.6,3.5,6.8,31.2,18.2,41.5,6.625,15.953,30.8,1.922,6.25,77.8,5.422,6.969,0.5,3.0,0.6,0.3,2.7,2.8,2019-2020,RegularSeason,G,G,Brooklyn,New York
32,Kristaps Porzingis,DAL,57,57,20.4,9.5,1.8,31.8,22.4,42.7,6.982,16.351,35.2,2.491,7.07,79.9,3.965,4.965,1.8,7.7,0.7,2.0,1.6,3.2,2019-2020,RegularSeason,F,C,Dallas,Texas
33,Kemba Walker,BOS,56,56,20.4,3.9,4.8,31.1,18.7,42.5,6.75,15.875,38.1,3.214,8.446,86.4,3.732,4.321,0.6,3.2,0.9,0.5,2.1,1.6,2019-2020,RegularSeason,G,G,Boston,Massachusetts
34,Jaylen Brown,BOS,57,57,20.3,6.4,2.1,33.9,18.8,48.1,7.491,15.561,38.2,2.263,5.93,72.4,3.088,4.263,1.1,5.3,1.1,0.4,2.2,2.9,2019-2020,RegularSeason,G,F,Boston,Massachusetts
35,Bojan Bogdanovic,UTA,63,63,20.2,4.1,2.1,33.1,15.9,44.7,6.635,14.841,41.4,3.0,7.254,90.3,3.968,4.397,0.6,3.5,0.5,0.1,2.5,1.7,2019-2020,RegularSeason,F,F,Utah,Utah
36,Jimmy Butler,MIA,58,58,19.9,6.7,6.0,33.8,24.2,45.5,5.948,13.069,24.4,0.5,2.052,83.4,7.552,9.052,1.8,4.8,1.8,0.6,2.2,1.4,2019-2020,RegularSeason,F,F,Miami,Florida
37,Nikola Jokic,DEN,73,73,19.9,9.7,7.0,32.0,27.7,52.8,7.74,14.671,31.4,1.096,3.493,81.7,3.37,4.123,2.3,7.5,1.2,0.6,3.1,3.0,2019-2020,RegularSeason,C,C,Denver,Colorado
38,T.J. Warren,IND,67,67,19.8,4.2,1.5,32.9,18.4,53.6,7.97,14.881,40.3,1.358,3.373,81.9,2.493,3.045,1.0,3.2,1.2,0.5,1.3,2.8,2019-2020,RegularSeason,F,F,Indiana,Indiana
39,Tobias Harris,PHI,72,72,19.6,6.9,3.2,34.3,20.3,47.1,7.681,16.292,36.7,1.819,4.958,80.6,2.417,3.0,1.0,5.9,0.7,0.6,1.4,2.3,2019-2020,RegularSeason,F,F,Philadelphia,Pennsylvania
40,Nikola Vucevic,ORL,62,62,19.6,10.9,3.6,32.2,25.0,47.7,7.952,16.661,33.9,1.581,4.661,78.4,2.113,2.694,2.3,8.6,0.9,0.8,1.4,2.2,2019-2020,RegularSeason,C,C,Orlando,Florida
41,Julius Randle,NYK,64,64,19.5,9.7,3.1,32.5,20.5,46.0,7.234,15.719,27.7,1.0,3.609,73.3,4.031,5.5,2.4,7.4,0.8,0.3,3.0,2.8,2019-2020,RegularSeason,F,C,New York,New York
42,Kyle Lowry,TOR,58,58,19.4,5.0,7.5,36.2,21.8,41.6,5.759,13.845,35.2,2.828,8.034,85.7,5.069,5.914,0.6,4.5,1.4,0.4,3.1,3.3,2019-2020,RegularSeason,G,G,Toronto,Ontario
43,Buddy Hield,SAC,72,44,19.2,4.6,3.0,30.8,16.0,42.9,6.917,16.139,39.4,3.764,9.556,84.6,1.597,1.889,0.8,3.8,0.9,0.2,2.3,2.3,2019-2020,RegularSeason,G,G,Sacramento,California
44,Jrue Holiday,NOP,61,61,19.1,4.8,6.7,34.7,20.2,45.5,7.508,16.492,35.3,2.0,5.672,70.9,2.115,2.984,1.3,3.5,1.6,0.8,3.0,2.4,2019-2020,RegularSeason,G,G,New Orleans,Louisiana
45,Shai Gilgeous-Alexander,OKC,70,70,19.0,5.9,3.3,34.7,19.4,47.1,6.829,14.5,34.7,1.243,3.586,80.7,4.114,5.1,0.7,5.2,1.1,0.7,1.9,1.7,2019-2020,RegularSeason,G,F,Oklahoma City,Oklahoma
46,LaMarcus Aldridge,SAS,53,53,18.9,7.4,2.4,33.1,21.4,49.3,7.377,14.962,38.9,1.151,2.962,82.7,2.981,3.604,1.9,5.5,0.7,1.6,1.4,2.4,2019-2020,RegularSeason,C,F,San Antonio,Texas
47,Dennis Schroder,OKC,65,2,18.9,3.6,4.0,30.8,16.5,46.9,6.969,14.846,38.5,1.923,5.0,83.9,3.046,3.631,0.3,3.3,0.7,0.2,2.6,2.2,2019-2020,RegularSeason,G,G,Oklahoma City,Oklahoma
48,Danilo Gallinari,OKC,62,62,18.7,5.2,1.9,29.6,17.4,43.8,5.774,13.177,40.5,2.871,7.081,89.3,4.29,4.806,0.5,4.6,0.7,0.1,1.2,1.2,2019-2020,RegularSeason,F,F,Oklahoma City,Oklahoma
49,Caris LeVert,BKN,45,31,18.7,4.2,4.4,29.6,15.5,42.5,6.911,16.267,36.4,1.778,4.889,71.1,3.111,4.378,1.1,3.1,1.2,0.2,2.6,1.8,2019-2020,RegularSeason,G,G,Brooklyn,New York
50,Kelly Oubre Jr.,PHX,56,55,18.7,6.4,1.5,34.5,18.1,45.2,6.661,14.75,35.2,1.929,5.482,78.0,3.429,4.393,1.2,5.3,1.3,0.7,1.5,3.4,2019-2020,RegularSeason,F,G,Phoenix,Arizona
51,Montrezl Harrell,LAC,63,2,18.6,7.1,1.7,27.8,20.1,58.0,7.476,12.889,0.0,0.0,0.286,65.8,3.667,5.571,2.6,4.5,0.6,1.1,1.7,2.3,2019-2020,RegularSeason,F,C,LA,California
52,Evan Fournier,ORL,66,66,18.5,2.6,3.2,31.5,15.6,46.7,6.576,14.076,39.9,2.621,6.576,81.8,2.727,3.333,0.3,2.3,1.1,0.2,1.9,2.4,2019-2020,RegularSeason,G,F,Orlando,Florida
53,Jamal Murray,DEN,59,59,18.5,4.0,4.8,32.3,18.0,45.6,6.915,15.153,34.6,1.898,5.492,88.1,2.763,3.136,0.8,3.2,1.1,0.3,2.2,1.7,2019-2020,RegularSeason,G,G,Denver,Colorado
54,Domantas Sabonis,IND,62,62,18.5,12.4,5.0,34.8,26.8,54.0,7.387,13.677,25.4,0.274,1.081,72.3,3.452,4.774,3.0,9.4,0.8,0.5,2.7,3.1,2019-2020,RegularSeason,F,C,Indiana,Indiana
55,Deandre Ayton,PHX,38,32,18.2,11.5,1.9,32.5,24.3,54.6,8.158,14.947,23.1,0.079,0.342,75.3,1.763,2.342,3.9,7.6,0.7,1.5,2.1,3.1,2019-2020,RegularSeason,C,C,Phoenix,Arizona
56,Devonte' Graham,CHA,63,53,18.2,3.4,7.5,35.1,17.3,38.2,5.841,15.286,37.3,3.46,9.286,82.0,3.032,3.698,0.7,2.7,1.0,0.2,2.9,1.8,2019-2020,RegularSeason,G,G,Charlotte,North Carolina
57,Lou Williams,LAC,65,8,18.2,3.1,5.6,28.7,15.9,41.8,6.015,14.4,35.2,1.708,4.846,86.1,4.492,5.215,0.5,2.6,0.7,0.2,2.8,1.2,2019-2020,RegularSeason,G,G,LA,California
58,Derrick Rose,DET,50,15,18.1,2.4,5.6,26.0,16.6,49.0,7.38,15.06,30.6,0.9,2.94,87.1,2.42,2.78,0.5,1.9,0.8,0.3,2.5,1.0,2019-2020,RegularSeason,G,G,Detroit,Michigan
59,Terry Rozier,CHA,63,63,18.0,4.4,4.1,34.4,16.4,42.3,6.317,14.937,40.7,2.73,6.714,87.4,2.635,3.016,0.8,3.6,1.0,0.2,2.2,2.0,2019-2020,RegularSeason,G,G,Charlotte,North Carolina
60,Ja Morant,MEM,67,67,17.8,3.9,7.3,31.0,18.5,47.7,6.672,13.985,33.5,0.896,2.672,77.6,3.567,4.597,0.8,3.1,0.9,0.3,3.3,1.6,2019-2020,RegularSeason,G,G,Memphis,Tennessee
61,Andre Drummond,CLE,57,56,17.7,15.2,2.7,32.9,26.9,53.3,7.333,13.754,14.3,0.088,0.614,57.5,2.965,5.158,4.4,10.8,1.9,1.6,3.6,3.5,2019-2020,RegularSeason,C,C,Cleveland,Ohio
62,Kevin Love,CLE,56,56,17.6,9.8,3.2,31.8,21.3,45.0,5.839,12.982,37.4,2.607,6.964,85.4,3.339,3.911,1.0,8.8,0.6,0.3,2.5,1.6,2019-2020,RegularSeason,F,C,Cleveland,Ohio
63,Jusuf Nurkic,POR,8,8,17.6,10.3,4.0,31.6,25.5,49.5,6.75,13.625,20.0,0.25,1.25,88.6,3.875,4.375,2.9,7.4,1.4,2.0,2.4,4.9,2019-2020,RegularSeason,C,C,Portland,Oregon
64,Chris Paul,OKC,70,70,17.6,5.0,6.7,31.5,21.9,48.9,6.2,12.671,36.5,1.586,4.343,90.7,3.614,3.986,0.4,4.6,1.6,0.2,2.3,2.3,2019-2020,RegularSeason,G,G,Oklahoma City,Oklahoma
65,Fred VanVleet,TOR,54,54,17.6,3.8,6.6,35.7,19.0,41.3,5.907,14.315,39.0,2.704,6.926,84.8,3.111,3.667,0.3,3.4,1.9,0.3,2.2,2.4,2019-2020,RegularSeason,G,G,Toronto,Ontario
66,Gordon Hayward,BOS,52,52,17.5,6.7,4.1,33.5,20.4,50.0,6.731,13.462,38.3,1.635,4.269,85.5,2.385,2.788,1.1,5.6,0.7,0.4,1.8,1.8,2019-2020,RegularSeason,F,F,Boston,Massachusetts
67,Jaren Jackson Jr.,MEM,57,57,17.4,4.6,1.4,28.5,16.1,46.9,6.193,13.211,39.4,2.544,6.456,74.7,2.439,3.263,1.0,3.6,0.7,1.6,1.7,4.1,2019-2020,RegularSeason,F,C,Memphis,Tennessee
68,Marcus Morris Sr.,LAC,62,62,16.7,5.0,1.4,31.2,14.8,43.8,5.726,13.065,40.8,2.29,5.613,82.3,2.919,3.548,1.0,4.1,0.8,0.5,1.6,2.9,2019-2020,RegularSeason,F,F,LA,California
69,Malcolm Brogdon,IND,54,54,16.5,4.9,7.1,30.9,18.7,43.8,6.037,13.778,32.6,1.389,4.259,89.2,3.074,3.444,0.9,4.0,0.6,0.2,2.4,1.8,2019-2020,RegularSeason,G,G,Indiana,Indiana
70,Ben Simmons,PHI,57,57,16.4,7.8,8.0,35.4,24.6,58.0,6.579,11.351,28.6,0.035,0.123,62.1,3.246,5.228,2.0,5.8,2.1,0.6,3.5,3.3,2019-2020,RegularSeason,G,F,Philadelphia,Pennsylvania
71,Dillon Brooks,MEM,73,73,16.2,3.3,2.1,28.9,11.9,40.7,5.959,14.63,35.8,2.014,5.63,80.8,2.247,2.781,0.9,2.4,0.9,0.4,1.7,3.8,2019-2020,RegularSeason,G,F,Memphis,Tennessee
72,Goran Dragic,MIA,59,3,16.2,3.2,5.1,28.2,15.0,44.1,5.407,12.271,36.7,2.102,5.729,77.6,3.237,4.169,0.5,2.7,0.7,0.2,2.4,2.1,2019-2020,RegularSeason,G,G,Miami,Florida
73,Norman Powell,TOR,52,26,16.0,3.7,1.8,28.4,15.2,49.5,5.692,11.5,39.9,2.096,5.25,84.3,2.481,2.942,0.5,3.2,1.2,0.4,1.5,2.1,2019-2020,RegularSeason,G,G,Toronto,Ontario
74,Bam Adebayo,MIA,72,72,15.9,10.2,5.1,33.6,24.3,55.7,6.111,10.972,14.3,0.028,0.194,69.1,3.667,5.306,2.4,7.8,1.1,1.3,2.8,2.5,2019-2020,RegularSeason,C,F,Miami,Florida
75,Tim Hardaway Jr.,DAL,71,58,15.8,3.3,1.9,29.5,13.2,43.4,5.408,12.451,39.8,2.873,7.225,81.9,2.099,2.563,0.4,2.9,0.6,0.1,1.0,1.8,2019-2020,RegularSeason,G,F,Dallas,Texas
76,Luke Kennard,DET,28,25,15.8,3.5,4.1,32.9,15.4,44.2,5.393,12.214,39.9,2.607,6.536,89.3,2.393,2.679,0.3,3.2,0.4,0.2,1.5,2.3,2019-2020,RegularSeason,G,G,Detroit,Michigan
77,Blake Griffin,DET,18,18,15.5,4.7,3.3,28.4,11.8,35.2,4.889,13.889,24.3,1.5,6.167,77.6,4.222,5.444,0.9,3.7,0.4,0.4,2.2,1.5,2019-2020,RegularSeason,F,F,Detroit,Michigan
78,Hassan Whiteside,POR,67,61,15.5,13.5,1.2,30.0,26.6,62.1,6.507,10.478,57.1,0.06,0.104,68.6,2.448,3.567,3.9,9.7,0.4,2.9,1.8,2.9,2019-2020,RegularSeason,C,C,Portland,Oregon
79,Carmelo Anthony,POR,58,58,15.4,6.3,1.5,32.8,14.7,43.0,5.793,13.483,38.5,1.5,3.897,84.5,2.345,2.776,1.2,5.1,0.8,0.5,1.7,2.9,2019-2020,RegularSeason,F,F,Portland,Oregon
80,Davis Bertans,WAS,54,4,15.4,4.5,1.7,29.3,15.2,43.4,4.907,11.296,42.4,3.704,8.741,85.2,1.926,2.259,0.6,3.9,0.7,0.6,1.1,2.6,2019-2020,RegularSeason,F,F,Washington,D.C.
81,Serge Ibaka,TOR,55,27,15.4,8.2,1.4,27.0,17.8,51.2,6.236,12.182,38.5,1.273,3.309,71.8,1.618,2.255,2.1,6.1,0.5,0.8,2.0,2.8,2019-2020,RegularSeason,F,F,Toronto,Ontario
82,Kendrick Nunn,MIA,67,67,15.3,2.7,3.3,29.3,12.7,43.9,5.985,13.642,35.0,2.045,5.836,85.0,1.269,1.493,0.3,2.4,0.8,0.2,1.7,2.3,2019-2020,RegularSeason,G,G,Miami,Florida
83,JJ Redick,NOP,60,36,15.3,2.5,2.0,26.4,13.0,45.3,4.767,10.517,45.3,3.0,6.617,89.2,2.75,3.083,0.2,2.4,0.3,0.2,1.3,1.6,2019-2020,RegularSeason,G,G,New Orleans,Louisiana
84,Jordan Clarkson,UTA,71,2,15.2,2.6,1.9,24.0,12.2,45.4,5.549,12.211,36.8,2.141,5.817,83.6,1.944,2.324,0.7,1.9,0.6,0.2,1.4,1.5,2019-2020,RegularSeason,G,G,Utah,Utah
85,Will Barton,DEN,58,58,15.1,6.3,3.7,33.0,17.5,45.0,5.724,12.724,37.5,1.862,4.966,76.7,1.759,2.293,1.3,5.0,1.1,0.5,1.5,2.1,2019-2020,RegularSeason,G,G,Denver,Colorado
86,Bogdan Bogdanovic,SAC,61,28,15.1,3.4,3.4,29.0,14.0,44.0,5.525,12.557,37.2,2.689,7.23,74.1,1.41,1.902,0.4,3.0,1.0,0.2,1.7,2.2,2019-2020,RegularSeason,G,G,Sacramento,California
87,Rudy Gobert,UTA,68,68,15.1,13.5,1.5,34.3,26.2,69.3,5.676,8.191,0.0,0.0,0.0,63.0,3.735,5.926,3.4,10.1,0.8,2.0,1.9,3.2,2019-2020,RegularSeason,C,C,Utah,Utah
88,Alec Burks,PHI,66,19,15.0,4.3,2.9,26.6,14.8,41.8,4.864,11.636,38.5,1.758,4.561,88.7,3.561,4.015,0.7,3.5,0.9,0.3,1.4,1.9,2019-2020,RegularSeason,G,G,Philadelphia,Pennsylvania
89,Eric Bledsoe,MIL,61,61,14.9,4.6,5.4,27.0,17.1,47.5,5.475,11.525,34.4,1.213,3.525,79.0,2.77,3.508,0.7,3.9,0.9,0.4,2.4,2.1,2019-2020,RegularSeason,G,G,Milwaukee,Wisconsin
90,Jonas Valanciunas,MEM,70,70,14.9,11.3,1.9,26.4,22.6,58.5,6.171,10.557,35.2,0.457,1.3,74.0,2.114,2.857,3.0,8.2,0.4,1.1,1.8,2.6,2019-2020,RegularSeason,C,C,Memphis,Tennessee
91,Lauri Markkanen,CHI,50,50,14.7,6.3,1.5,29.8,14.8,42.5,5.02,11.82,34.4,2.18,6.34,82.4,2.52,3.06,1.2,5.1,0.8,0.5,1.6,1.9,2019-2020,RegularSeason,F,C,Chicago,Illinois
92,Terrence Ross,ORL,69,0,14.7,3.2,1.2,27.4,11.9,40.3,4.942,12.261,35.1,2.565,7.304,85.3,2.275,2.667,0.2,3.0,1.1,0.3,1.0,1.6,2019-2020,RegularSeason,G,F,Orlando,Florida
93,Harrison Barnes,SAC,72,72,14.5,4.9,2.2,34.5,14.5,46.0,5.069,11.014,38.1,1.417,3.722,80.1,2.972,3.708,1.1,3.9,0.6,0.2,1.2,1.3,2019-2020,RegularSeason,F,F,Sacramento,California
94,Joe Harris,BKN,69,69,14.5,4.3,2.1,30.8,14.0,48.6,5.522,11.362,42.4,2.493,5.884,71.9,0.928,1.29,0.9,3.4,0.6,0.2,1.5,2.3,2019-2020,RegularSeason,G,F,Brooklyn,New York
95,Victor Oladipo,IND,19,16,14.5,3.9,2.9,27.8,11.6,39.4,5.105,12.947,31.7,1.737,5.474,81.4,2.526,3.105,0.5,3.5,0.9,0.2,2.5,1.9,2019-2020,RegularSeason,G,G,Indiana,Indiana
96,Mike Conley,UTA,47,41,14.4,3.2,4.4,29.0,13.3,40.9,4.936,12.064,37.5,2.043,5.447,82.7,2.447,2.957,0.7,2.5,0.8,0.1,2.0,2.2,2019-2020,RegularSeason,G,G,Utah,Utah
97,Aaron Gordon,ORL,62,62,14.4,7.7,3.7,32.5,17.5,43.7,5.403,12.371,30.8,1.177,3.823,67.4,2.435,3.613,1.7,5.9,0.8,0.6,1.6,2.0,2019-2020,RegularSeason,F,F,Orlando,Florida
98,Eric Gordon,HOU,36,15,14.4,2.0,1.5,28.2,8.9,36.9,4.75,12.861,31.7,2.667,8.417,76.6,2.278,2.972,0.3,1.7,0.6,0.4,1.2,1.9,2019-2020,RegularSeason,G,G,Houston,Texas
99,RJ Barrett,NYK,56,55,14.3,5.0,2.6,30.4,11.4,40.2,5.214,12.982,32.0,1.125,3.518,61.4,2.786,4.536,0.9,4.1,1.0,0.3,2.2,2.2,2019-2020,RegularSeason,F,G,New York,New York
100,Marvin Bagley III,SAC,13,6,14.2,7.5,0.8,25.7,15.2,46.7,6.0,12.846,18.2,0.308,1.692,80.6,1.923,2.385,2.2,5.2,0.5,0.9,1.4,3.3,2019-2020,RegularSeason,F,F,Sacramento,California
101,Jabari Parker,SAC,38,23,14.0,5.6,1.8,24.2,15.3,51.0,5.763,11.289,26.9,0.842,3.132,75.3,1.605,2.132,1.6,4.0,1.2,0.4,1.7,2.6,2019-2020,RegularSeason,F,F,Sacramento,California
102,Eric Paschall,GSW,60,26,14.0,4.6,2.1,27.6,13.7,49.7,5.3,10.667,28.7,0.617,2.15,77.4,2.733,3.533,1.4,3.2,0.5,0.2,1.6,2.1,2019-2020,RegularSeason,F,F,Golden State,California
103,Clint Capela,ATL,39,39,13.9,13.8,1.2,32.8,25.1,62.9,6.256,9.949,0.0,0.0,0.0,52.9,1.41,2.667,4.3,9.5,0.8,1.8,1.6,2.6,2019-2020,RegularSeason,C,C,Atlanta,Georgia
104,Josh Richardson,PHI,55,53,13.7,3.2,2.9,30.8,12.4,43.0,5.055,11.745,34.1,1.545,4.527,80.9,2.073,2.564,0.7,2.4,0.9,0.7,1.9,2.5,2019-2020,RegularSeason,G,G,Philadelphia,Pennsylvania
105,Rui Hachimura,WAS,48,48,13.5,6.1,1.8,30.1,14.7,46.6,5.292,11.354,28.7,0.521,1.813,82.9,2.417,2.917,1.6,4.5,0.8,0.2,1.1,2.2,2019-2020,RegularSeason,F,F,Washington,D.C.
106,Tyler Herro,MIA,55,8,13.5,4.1,2.2,27.4,12.2,42.8,4.909,11.473,38.9,2.109,5.418,87.0,1.582,1.818,0.3,3.8,0.6,0.2,1.6,1.4,2019-2020,RegularSeason,G,G,Miami,Florida
107,Duncan Robinson,MIA,73,68,13.5,3.2,1.4,29.7,12.8,47.0,4.425,9.411,44.6,3.699,8.301,93.1,0.918,0.986,0.1,3.0,0.5,0.3,1.0,2.6,2019-2020,RegularSeason,F,F,Miami,Florida
108,Thomas Bryant,WAS,46,36,13.2,7.2,1.8,24.9,18.2,58.1,5.283,9.087,40.7,0.804,1.978,74.1,1.87,2.522,2.1,5.1,0.5,1.1,1.2,2.2,2019-2020,RegularSeason,C,F,Washington,D.C.
109,Coby White,CHI,65,1,13.2,3.5,2.7,25.8,10.8,39.4,4.8,12.185,35.4,2.046,5.785,79.1,1.569,1.985,0.4,3.1,0.8,0.1,1.7,1.8,2019-2020,RegularSeason,G,G,Chicago,Illinois
