排名,球員,球隊,比賽,先發,平均得分,平均籃板,平均助攻,場均時間,場上效率值,投籃%,投籃命中,投籃出手,三分球%,三分命中,三分出手,罰球%,罰球命中,罰球次數,進攻籃板,防守籃板,抄截/場,阻攻/場,失誤,犯規,賽季,賽制,主要位置,次要位置,城市,州
14,Stephen Curry,GSW,64,64,25.5,5.2,6.3,34.5,24.4,43.7,8.359,19.125,38.0,4.453,11.719,92.3,4.297,4.656,0.5,4.7,1.3,0.4,3.2,2.0,2021-2022,RegularSeason,G,G,Golden State,California
15,Karl Anthony Towns,MIN,74,74,24.6,9.8,3.6,33.4,28.2,52.9,8.676,16.405,41.0,2.027,4.946,82.2,5.189,6.311,2.6,7.2,1.0,1.1,3.1,3.6,2021-2022,RegularSeason,C,F,Minnesota,Minnesota
16,Shai Gilgeous-Alexander,OKC,56,56,24.5,5.0,5.9,34.7,23.1,45.3,8.518,18.786,30.0,1.589,5.304,81.0,5.857,7.232,0.7,4.3,1.3,0.8,2.8,2.5,2021-2022,RegularSeason,G,G,Oklahoma City,Oklahoma
17,Zach LaVine,CHI,67,67,24.4,4.6,4.5,34.7,21.8,47.6,8.433,17.701,38.9,2.761,7.09,85.3,4.776,5.597,0.3,4.3,0.6,0.3,2.6,1.8,2021-2022,RegularSeason,G,F,Chicago,Illinois
18,Paul George,LAC,31,31,24.3,6.9,5.7,34.7,22.8,42.1,8.645,20.516,35.4,2.935,8.29,85.8,4.097,4.774,0.4,6.5,2.2,0.4,4.1,2.4,2021-2022,RegularSeason,F,F,LA,California
19,Damian Lillard,POR,29,29,24.0,4.1,7.3,36.4,21.4,40.2,7.655,19.034,32.4,3.172,9.793,87.8,5.483,6.241,0.4,3.7,0.6,0.4,2.9,1.3,2021-2022,RegularSeason,G,G,Portland,Oregon
20,Jaylen Brown,BOS,66,66,23.6,6.1,3.5,33.6,21.0,47.3,8.727,18.439,35.8,2.515,7.03,75.8,3.652,4.818,0.8,5.3,1.1,0.3,2.7,2.5,2021-2022,RegularSeason,G,F,Boston,Massachusetts
21,Bradley Beal,WAS,40,40,23.2,4.7,6.6,36.0,21.0,45.1,8.7,19.275,30.0,1.575,5.25,83.3,4.225,5.075,1.0,3.8,0.9,0.4,3.4,2.4,2021-2022,RegularSeason,G,G,Washington,D.C.
22,Anthony Davis,LAL,40,40,23.2,9.9,3.1,35.1,27.6,53.2,9.25,17.375,18.6,0.325,1.75,71.3,4.35,6.1,2.7,7.2,1.2,2.3,2.1,2.4,2021-2022,RegularSeason,F,C,Los Angeles,California
23,De'Aaron Fox,SAC,59,59,23.2,3.9,5.6,35.3,20.2,47.3,8.746,18.508,29.7,1.254,4.22,75.0,4.424,5.898,0.4,3.5,1.2,0.4,2.8,2.9,2021-2022,RegularSeason,G,G,Sacramento,California
24,Pascal Siakam,TOR,68,68,22.8,8.5,5.3,37.9,25.5,49.4,8.765,17.75,34.4,1.103,3.206,74.9,4.176,5.574,1.9,6.6,1.3,0.6,2.7,3.3,2021-2022,RegularSeason,F,F,Toronto,Ontario
25,Brandon Ingram,NOP,55,55,22.7,5.8,5.6,34.0,21.7,46.1,8.236,17.873,32.7,1.345,4.109,82.6,4.836,5.855,0.6,5.2,0.6,0.5,2.7,2.2,2021-2022,RegularSeason,F,F,New Orleans,Louisiana
26,CJ McCollum,NOP,62,62,22.1,4.3,5.1,34.6,20.0,46.0,8.645,18.774,38.8,2.935,7.565,68.2,1.871,2.742,0.9,3.5,1.1,0.4,2.0,2.0,2021-2022,RegularSeason,G,G,New Orleans,Louisiana
27,James Harden,PHI,65,65,22.0,7.7,10.3,37.2,27.4,41.0,6.262,15.262,33.0,2.277,6.892,87.7,7.231,8.246,0.8,6.8,1.3,0.6,4.4,2.4,2021-2022,RegularSeason,G,G,Philadelphia,Pennsylvania
28,Darius Garland,CLE,68,68,21.7,3.3,8.6,35.7,21.6,46.2,7.971,17.25,38.3,2.559,6.676,89.2,3.162,3.544,0.6,2.7,1.3,0.1,3.6,1.7,2021-2022,RegularSeason,G,G,Cleveland,Ohio
29,Jimmy Butler,MIA,57,57,21.4,5.9,5.5,33.9,24.2,48.0,6.982,14.544,23.3,0.474,2.035,87.0,6.947,7.982,1.8,4.1,1.6,0.5,2.1,1.5,2021-2022,RegularSeason,F,F,Miami,Florida
30,Anthony Edwards,MIN,72,72,21.3,4.8,3.8,34.3,18.8,44.1,7.625,17.292,35.7,2.986,8.361,78.6,3.056,3.889,0.9,3.9,1.5,0.6,2.6,2.3,2021-2022,RegularSeason,G,G,Minnesota,Minnesota
31,Dejounte Murray,SAS,68,68,21.1,8.3,9.2,34.8,27.8,46.2,8.426,18.25,32.7,1.412,4.324,79.4,2.882,3.632,1.2,7.1,2.0,0.3,2.6,2.0,2021-2022,RegularSeason,G,G,San Antonio,Texas
32,Tyler Herro,MIA,66,10,20.7,5.0,4.0,32.6,18.0,44.7,7.591,17.0,39.9,2.652,6.652,86.8,2.879,3.318,0.5,4.5,0.7,0.1,2.6,1.4,2021-2022,RegularSeason,G,G,Miami,Florida
33,Klay Thompson,GSW,32,32,20.4,3.9,2.8,29.4,16.3,42.9,7.688,17.906,38.5,3.563,9.25,90.2,1.438,1.594,0.5,3.4,0.5,0.5,1.3,1.7,2021-2022,RegularSeason,G,G,Golden State,California
34,Fred VanVleet,TOR,65,65,20.3,4.4,6.7,37.9,20.6,40.3,6.8,16.877,37.7,3.723,9.877,87.4,2.985,3.415,0.7,3.8,1.7,0.5,2.6,2.5,2021-2022,RegularSeason,G,G,Toronto,Ontario
35,Miles Bridges,CHA,80,80,20.2,7.0,3.8,35.5,22.2,49.1,7.45,15.175,33.1,1.925,5.813,80.2,3.337,4.162,1.1,5.9,0.9,0.8,1.9,2.4,2021-2022,RegularSeason,F,F,Charlotte,North Carolina
36,Kristaps Porzingis,WAS,51,51,20.2,8.1,2.3,29.0,22.5,45.9,6.902,15.039,31.0,1.529,4.941,86.7,4.863,5.608,2.0,6.1,0.7,1.6,1.6,2.7,2021-2022,RegularSeason,F,C,Washington,D.C.
37,LaMelo Ball,CHA,75,75,20.1,6.7,7.6,32.3,23.2,42.9,7.173,16.72,38.9,2.933,7.533,87.2,2.827,3.24,1.4,5.2,1.6,0.4,3.3,3.2,2021-2022,RegularSeason,G,G,Charlotte,North Carolina
38,Khris Middleton,MIL,66,66,20.1,5.4,5.4,32.4,20.3,44.3,6.848,15.47,37.3,2.455,6.576,89.0,3.924,4.409,0.6,4.8,1.2,0.3,2.9,2.4,2021-2022,RegularSeason,F,F,Milwaukee,Wisconsin
39,Julius Randle,NYK,72,72,20.1,9.9,5.1,35.3,21.5,41.1,7.111,17.306,30.8,1.667,5.417,75.6,4.208,5.569,1.7,8.2,0.7,0.5,3.4,2.8,2021-2022,RegularSeason,F,C,New York,New York
40,RJ Barrett,NYK,70,70,20.0,5.8,3.0,34.5,15.8,40.8,6.957,17.057,34.2,1.971,5.771,71.4,4.143,5.8,0.9,4.9,0.6,0.2,2.2,2.0,2021-2022,RegularSeason,F,G,New York,New York
41,Terry Rozier,CHA,73,73,19.3,4.3,4.5,33.7,19.1,44.4,7.096,15.986,37.4,3.041,8.123,85.2,2.055,2.411,0.8,3.5,1.3,0.3,1.3,1.6,2021-2022,RegularSeason,G,G,Charlotte,North Carolina
42,Jerami Grant,DET,47,47,19.2,4.1,2.4,31.9,16.4,42.6,6.34,14.872,35.8,1.936,5.404,83.8,4.617,5.511,0.6,3.5,0.9,1.0,1.8,2.3,2021-2022,RegularSeason,F,F,Detroit,Michigan
43,Bam Adebayo,MIA,56,56,19.1,10.1,3.4,32.6,24.8,55.7,7.25,13.018,0.0,0.0,0.107,75.3,4.571,6.071,2.4,7.6,1.4,0.8,2.6,3.1,2021-2022,RegularSeason,C,F,Miami,Florida
44,Malcolm Brogdon,IND,36,36,19.1,5.1,5.9,33.5,20.2,44.8,6.75,15.083,31.2,1.611,5.167,85.6,3.972,4.639,0.9,4.2,0.8,0.4,2.1,2.0,2021-2022,RegularSeason,G,G,Indiana,Indiana
45,Norman Powell,LAC,45,41,19.0,3.2,2.1,32.4,16.0,46.1,6.2,13.444,41.9,2.356,5.622,81.1,4.2,5.178,0.4,2.8,0.9,0.5,1.5,2.4,2021-2022,RegularSeason,G,G,LA,California
46,Domantas Sabonis,SAC,62,61,18.9,12.1,5.2,34.5,27.8,57.3,7.145,12.468,31.2,0.629,2.016,74.1,3.968,5.355,3.2,8.9,1.0,0.4,3.1,3.3,2021-2022,RegularSeason,F,C,Sacramento,California
47,Jordan Poole,GSW,76,51,18.5,3.4,4.0,30.0,16.6,44.8,6.237,13.921,36.4,2.776,7.632,92.5,3.237,3.5,0.4,3.0,0.8,0.3,2.5,2.7,2021-2022,RegularSeason,G,G,Golden State,California
48,Russell Westbrook,LAL,78,78,18.5,7.4,7.1,34.3,19.9,44.4,7.026,15.808,29.8,1.013,3.397,66.7,3.41,5.115,1.4,6.0,1.0,0.3,3.8,3.0,2021-2022,RegularSeason,G,G,Los Angeles,California
49,Dillon Brooks,MEM,32,31,18.4,3.2,2.8,27.7,14.3,43.2,7.094,16.438,30.9,1.438,4.656,84.9,2.813,3.313,0.9,2.3,1.1,0.3,1.6,3.3,2021-2022,RegularSeason,G,F,Memphis,Tennessee
50,Jrue Holiday,MIL,67,64,18.3,4.5,6.8,32.9,21.2,50.1,7.134,14.239,41.1,1.97,4.791,76.1,2.045,2.687,1.0,3.5,1.6,0.4,2.7,2.0,2021-2022,RegularSeason,G,G,Milwaukee,Wisconsin
51,Gary Trent Jr.,TOR,70,69,18.3,2.7,2.0,35.0,14.5,41.4,6.429,15.514,38.3,2.986,7.786,85.3,2.486,2.914,0.4,2.4,1.7,0.3,1.0,2.1,2021-2022,RegularSeason,G,F,Toronto,Ontario
52,Desmond Bane,MEM,76,76,18.2,4.4,2.7,29.8,17.5,46.1,6.684,14.487,43.6,3.0,6.882,90.3,1.842,2.039,0.6,3.8,1.2,0.4,1.5,2.6,2021-2022,RegularSeason,G,G,Memphis,Tennessee
53,Bojan Bogdanovic,UTA,69,69,18.1,4.3,1.7,30.9,15.0,45.5,6.116,13.449,38.7,2.623,6.783,85.8,3.232,3.768,0.8,3.4,0.5,0.0,1.7,1.7,2021-2022,RegularSeason,F,F,Utah,Utah
54,D 'Angelo Russell,MIN,65,65,18.1,3.3,7.1,32.0,17.8,41.1,6.169,15.0,34.0,2.708,7.969,82.5,3.046,3.692,0.4,2.9,1.0,0.3,2.5,2.0,2021-2022,RegularSeason,G,G,Minnesota,Minnesota
55,Christian Wood,HOU,68,67,17.9,10.1,2.3,30.8,21.9,50.1,6.471,12.912,39.0,1.926,4.941,62.3,3.044,4.882,1.6,8.5,0.8,1.0,1.9,2.5,2021-2022,RegularSeason,F,F,Houston,Texas
56,Jonas Valanciunas,NOP,74,74,17.8,11.4,2.6,30.3,24.2,54.4,6.892,12.676,36.1,0.77,2.135,82.0,3.203,3.905,3.1,8.3,0.6,0.8,2.4,3.3,2021-2022,RegularSeason,C,C,New Orleans,Louisiana
57,Nikola Vucevic,CHI,73,73,17.6,11.0,3.2,33.1,23.2,47.3,7.479,15.808,31.4,1.425,4.534,76.0,1.26,1.658,1.9,9.1,1.0,1.0,1.9,2.5,2021-2022,RegularSeason,C,C,Chicago,Illinois
58,Tyrese Maxey,PHI,75,74,17.5,3.2,4.3,35.3,17.7,48.5,6.44,13.267,42.7,1.76,4.12,86.6,2.84,3.28,0.3,2.9,0.7,0.4,1.2,2.1,2021-2022,RegularSeason,G,G,Philadelphia,Pennsylvania
59,Cade Cunningham,DET,64,64,17.4,5.5,5.6,32.6,16.9,41.6,6.703,16.109,31.4,1.781,5.672,84.5,2.219,2.625,0.9,4.6,1.2,0.7,3.7,3.1,2021-2022,RegularSeason,G,G,Detroit,Michigan
60,Jalen Green,HOU,67,67,17.3,3.4,2.6,31.9,13.3,42.6,6.06,14.239,34.3,2.343,6.836,79.7,2.806,3.522,0.5,2.9,0.7,0.3,2.0,1.5,2021-2022,RegularSeason,G,G,Houston,Texas
61,Anfernee Simons,POR,57,30,17.3,2.6,3.9,29.5,14.5,44.3,6.193,13.982,40.5,3.14,7.754,88.8,1.807,2.035,0.5,2.2,0.5,0.1,2.0,1.9,2021-2022,RegularSeason,G,G,Portland,Oregon
62,Deandre Ayton,PHX,58,58,17.2,10.2,1.4,29.5,23.7,63.4,7.621,12.017,36.8,0.121,0.328,74.6,1.828,2.448,2.6,7.7,0.7,0.7,1.6,2.4,2021-2022,RegularSeason,C,C,Phoenix,Arizona
63,Luguentz Dort,OKC,51,51,17.2,4.2,1.7,32.6,13.5,40.4,5.745,14.235,33.2,2.549,7.667,84.3,3.157,3.745,0.7,3.4,0.9,0.4,1.7,2.9,2021-2022,RegularSeason,G,G,Oklahoma City,Oklahoma
64,Tobias Harris,PHI,73,73,17.2,6.8,3.5,34.8,19.4,48.2,6.753,14.0,36.7,1.384,3.767,84.2,2.329,2.767,1.1,5.7,0.6,0.6,1.6,2.2,2021-2022,RegularSeason,F,F,Philadelphia,Pennsylvania
65,Andrew Wiggins,GSW,73,73,17.2,4.5,2.2,31.9,15.5,46.6,6.507,13.959,39.3,2.151,5.466,63.4,2.041,3.219,1.2,3.3,1.0,0.7,1.5,2.2,2021-2022,RegularSeason,F,F,Golden State,California
66,OG Anunoby,TOR,48,48,17.1,5.5,2.6,36.0,16.9,44.3,6.438,14.521,36.3,2.396,6.604,75.4,1.854,2.458,1.5,4.0,1.5,0.5,1.7,2.7,2021-2022,RegularSeason,F,F,Toronto,Ontario
67,Kyle Kuzma,WAS,66,66,17.1,8.5,3.5,33.4,19.4,45.2,6.409,14.182,34.1,1.939,5.682,71.2,2.364,3.318,1.1,7.4,0.6,0.9,2.6,1.9,2021-2022,RegularSeason,F,F,Washington,D.C.
68,Keldon Johnson,SAS,75,74,17.0,6.1,2.1,31.9,17.0,46.6,6.28,13.48,39.8,2.12,5.32,75.6,2.36,3.12,1.1,5.0,0.8,0.2,1.2,2.0,2021-2022,RegularSeason,F,G,San Antonio,Texas
69,Caris LeVert,CLE,58,49,17.0,3.7,4.3,30.7,15.4,44.4,6.534,14.724,32.0,1.414,4.414,75.6,2.517,3.328,0.7,2.9,0.9,0.4,1.9,2.3,2021-2022,RegularSeason,G,G,Cleveland,Ohio
70,Reggie Jackson,LAC,75,75,16.8,3.6,4.8,31.2,13.6,39.2,6.387,16.293,32.6,2.227,6.827,84.7,1.84,2.173,0.5,3.1,0.7,0.2,2.3,2.1,2021-2022,RegularSeason,G,G,LA,California
71,Harrison Barnes,SAC,77,77,16.4,5.6,2.4,33.6,17.1,46.9,5.078,10.831,39.4,1.844,4.675,82.6,4.429,5.364,1.1,4.5,0.7,0.2,1.5,1.2,2021-2022,RegularSeason,F,F,Sacramento,California
72,Cole Anthony,ORL,65,65,16.3,5.4,5.7,31.7,16.6,39.1,5.492,14.031,33.8,2.031,6.015,85.4,3.323,3.892,0.5,4.9,0.7,0.3,2.6,2.6,2021-2022,RegularSeason,G,G,Orlando,Florida
73,Jalen Brunson,DAL,79,61,16.3,3.9,4.8,31.9,17.5,50.2,6.405,12.759,37.3,1.19,3.19,84.0,2.266,2.696,0.5,3.4,0.8,0.0,1.6,1.9,2021-2022,RegularSeason,G,G,Dallas,Texas
74,Jaren Jackson Jr.,MEM,78,78,16.3,5.8,1.1,27.3,16.2,41.5,5.513,13.282,31.9,1.641,5.141,82.3,3.641,4.423,1.5,4.3,0.9,2.3,1.7,3.5,2021-2022,RegularSeason,F,C,Memphis,Tennessee
75,John Collins,ATL,54,53,16.2,7.8,1.8,30.8,20.1,52.6,6.278,11.926,36.4,1.185,3.259,79.3,2.481,3.13,1.7,6.1,0.6,1.0,1.1,3.0,2021-2022,RegularSeason,F,C,Atlanta,Georgia
76,Jarrett Allen,CLE,56,56,16.1,10.8,1.6,32.3,24.6,67.7,6.589,9.732,10.0,0.018,0.179,70.8,2.946,4.161,3.4,7.3,0.8,1.3,1.7,1.7,2021-2022,RegularSeason,C,C,Cleveland,Ohio
77,Saddiq Bey,DET,82,82,16.1,5.4,2.8,33.0,15.3,39.6,5.488,13.854,34.6,2.573,7.439,82.7,2.561,3.098,1.3,4.1,0.9,0.2,1.2,1.6,2021-2022,RegularSeason,F,F,Detroit,Michigan
78,Jordan Clarkson,UTA,79,1,16.0,3.5,2.5,27.1,12.8,41.9,5.899,14.089,31.8,2.405,7.557,82.8,1.823,2.203,0.8,2.6,0.8,0.2,1.6,1.9,2021-2022,RegularSeason,G,G,Utah,Utah
79,Collin Sexton,CLE,11,11,16.0,3.3,2.1,28.7,11.0,45.0,6.182,13.727,24.4,1.0,4.091,74.4,2.636,3.545,1.2,2.1,0.9,0.0,2.8,2.3,2021-2022,RegularSeason,G,G,Cleveland,Ohio
80,Gordon Hayward,CHA,49,48,15.9,4.6,3.6,31.9,16.5,45.9,5.776,12.592,39.1,1.755,4.49,84.6,2.571,3.041,0.8,3.8,1.0,0.4,1.7,1.7,2021-2022,RegularSeason,F,F,Charlotte,North Carolina
81,Rudy Gobert,UTA,66,66,15.6,14.7,1.1,32.1,28.0,71.3,5.485,7.697,0.0,0.0,0.061,69.0,4.591,6.652,3.7,11.0,0.7,2.1,1.8,2.7,2021-2022,RegularSeason,C,C,Utah,Utah
82,Buddy Hield,IND,81,32,15.6,4.4,2.8,30.9,13.9,40.6,5.506,13.556,36.6,3.235,8.84,87.4,1.37,1.568,0.8,3.5,0.9,0.3,1.9,2.3,2021-2022,RegularSeason,G,G,Indiana,Indiana
83,Kevin Porter Jr.,HOU,61,61,15.6,4.4,6.2,31.3,15.6,41.5,5.492,13.246,37.5,2.541,6.77,64.2,2.033,3.164,0.7,3.7,1.1,0.4,3.1,2.6,2021-2022,RegularSeason,G,F,Houston,Texas
84,Marcus Morris Sr.,LAC,54,54,15.4,4.4,2.1,29.0,13.9,43.4,5.556,12.796,36.7,1.87,5.093,87.2,2.389,2.741,0.5,3.9,0.5,0.3,1.3,2.1,2021-2022,RegularSeason,F,F,LA,California
85,Scottie Barnes,TOR,74,74,15.3,7.5,3.5,35.4,19.1,49.2,6.203,12.595,30.1,0.784,2.608,73.5,2.135,2.905,2.6,4.9,1.1,0.7,1.8,2.6,2021-2022,RegularSeason,F,F,Toronto,Ontario
86,Tyrese Haliburton,IND,77,77,15.3,4.0,8.2,35.0,20.7,47.3,5.584,11.805,41.4,2.091,5.052,84.2,2.078,2.468,0.8,3.2,1.7,0.6,2.6,1.6,2021-2022,RegularSeason,G,G,Indiana,Indiana
87,Franz Wagner,ORL,79,79,15.2,4.5,2.9,30.7,15.4,46.8,5.772,12.342,35.4,1.215,3.43,86.3,2.392,2.772,1.1,3.4,0.9,0.4,1.5,2.1,2021-2022,RegularSeason,F,F,Orlando,Florida
88,Bogdan Bogdanovic,ATL,63,27,15.1,4.0,3.1,29.3,14.9,43.1,5.429,12.603,36.8,2.683,7.286,84.3,1.54,1.825,0.5,3.5,1.1,0.2,1.1,2.1,2021-2022,RegularSeason,G,G,Atlanta,Georgia
89,Wendell Carter Jr.,ORL,62,61,15.0,10.5,2.8,29.9,21.3,52.5,5.79,11.032,32.7,1.129,3.452,69.1,2.306,3.339,2.2,8.2,0.6,0.7,1.9,2.7,2021-2022,RegularSeason,C,F,Orlando,Florida
90,Seth Curry,BKN,64,64,15.0,3.1,3.6,33.3,15.0,48.7,5.625,11.547,42.2,2.469,5.844,87.2,1.281,1.469,0.3,2.8,0.8,0.2,1.7,2.3,2021-2022,RegularSeason,G,G,Brooklyn,New York
91,Aaron Gordon,DEN,75,75,15.0,5.9,2.5,31.7,16.7,52.0,5.787,11.12,33.5,1.16,3.467,74.3,2.28,3.067,1.7,4.2,0.6,0.6,1.8,2.0,2021-2022,RegularSeason,F,F,Denver,Colorado
92,Evan Mobley,CLE,69,69,15.0,8.3,2.5,33.8,19.2,50.8,6.116,12.029,25.0,0.333,1.333,66.3,2.42,3.652,2.1,6.2,0.8,1.7,1.9,2.1,2021-2022,RegularSeason,C,C,Cleveland,Ohio
93,Jusuf Nurkic,POR,56,56,15.0,11.1,2.8,28.2,21.6,53.5,5.732,10.714,26.8,0.268,1.0,69.0,3.304,4.786,3.0,8.1,1.1,0.6,2.6,3.4,2021-2022,RegularSeason,C,C,Portland,Oregon
94,Kelly Oubre Jr.,CHA,76,13,15.0,4.0,1.1,26.3,12.9,44.0,5.395,12.263,34.5,2.513,7.276,66.7,1.658,2.487,1.0,2.9,1.0,0.4,0.9,2.5,2021-2022,RegularSeason,F,G,Charlotte,North Carolina
95,Josh Hart,POR,54,53,14.9,7.2,4.1,33.2,19.4,50.4,5.315,10.537,34.3,1.352,3.944,75.8,2.963,3.907,1.1,6.0,1.1,0.2,2.1,2.8,2021-2022,RegularSeason,G,G,Portland,Oregon
96,Lauri Markkanen,CLE,61,61,14.8,5.7,1.3,30.8,15.3,44.5,5.131,11.525,35.8,2.23,6.23,86.8,2.262,2.607,1.0,4.7,0.7,0.5,0.9,2.1,2021-2022,RegularSeason,F,C,Cleveland,Ohio
97,Will Barton,DEN,71,71,14.7,4.8,3.9,32.1,15.3,43.8,5.521,12.62,36.5,2.211,6.056,80.3,1.437,1.789,0.6,4.2,0.8,0.4,1.8,1.6,2021-2022,RegularSeason,G,G,Denver,Colorado
98,Chris Paul,PHX,65,65,14.7,4.4,10.8,32.9,23.5,49.3,5.585,11.323,31.7,0.969,3.062,83.7,2.6,3.108,0.3,4.0,1.9,0.3,2.4,2.1,2021-2022,RegularSeason,G,G,Phoenix,Arizona
99,Bobby Portis,MIL,72,59,14.6,9.1,1.2,28.2,18.4,47.9,5.792,12.097,39.3,1.847,4.694,75.2,1.181,1.569,2.5,6.6,0.7,0.7,1.3,2.4,2021-2022,RegularSeason,F,F,Milwaukee,Wisconsin
100,Mikal Bridges,PHX,82,82,14.2,4.2,2.3,34.8,16.2,53.4,5.585,10.463,36.9,1.402,3.805,83.4,1.598,1.915,0.9,3.3,1.2,0.4,0.8,1.8,2021-2022,RegularSeason,F,F,Phoenix,Arizona
101,Tim Hardaway Jr.,DAL,42,20,14.2,3.7,2.2,29.6,12.1,39.4,4.976,12.619,33.6,2.429,7.238,75.7,1.857,2.452,0.3,3.4,0.9,0.1,0.8,1.8,2021-2022,RegularSeason,G,F,Dallas,Texas
102,Evan Fournier,NYK,80,80,14.1,2.6,2.1,29.5,11.3,41.7,5.025,12.063,38.9,3.013,7.737,70.8,1.0,1.413,0.4,2.2,1.0,0.3,1.3,2.3,2021-2022,RegularSeason,G,F,New York,New York
103,Malik Monk,LAL,76,37,13.8,3.4,2.9,28.1,13.6,47.3,5.145,10.868,39.1,2.276,5.816,79.5,1.224,1.539,0.5,2.9,0.8,0.4,1.6,1.8,2021-2022,RegularSeason,G,G,Los Angeles,California
104,Mike Conley,UTA,72,72,13.7,3.0,5.3,28.6,15.3,43.5,4.778,10.986,40.8,2.347,5.75,79.6,1.792,2.25,0.7,2.4,1.3,0.3,1.7,2.0,2021-2022,RegularSeason,G,G,Utah,Utah
105,Spencer Dinwiddie,DAL,67,51,13.7,4.2,5.2,29.6,15.1,41.6,4.567,10.97,33.9,1.672,4.925,77.4,2.91,3.761,0.7,3.5,0.7,0.2,1.6,2.2,2021-2022,RegularSeason,G,G,Dallas,Texas
106,Kevin Love,CLE,74,4,13.6,7.2,2.2,22.5,16.0,43.0,4.419,10.284,39.2,2.527,6.446,83.8,2.243,2.676,1.2,6.1,0.4,0.2,1.3,1.4,2021-2022,RegularSeason,F,C,Cleveland,Ohio
107,Jakob Poeltl,SAS,68,67,13.5,9.3,2.8,29.0,21.2,61.8,6.029,9.75,100.0,0.015,0.015,49.5,1.382,2.794,3.9,5.5,0.7,1.7,1.6,3.1,2021-2022,RegularSeason,C,C,San Antonio,Texas
108,Dennis Schroder,HOU,64,29,13.5,3.3,4.6,28.7,13.4,43.1,4.875,11.313,34.4,1.344,3.906,85.3,2.453,2.875,0.5,2.8,0.8,0.1,2.2,2.4,2021-2022,RegularSeason,G,G,Houston,Texas
