排名,球員,球隊,比賽,先發,平均得分,平均籃板,平均助攻,場均時間,場上效率值,投籃%,投籃命中,投籃出手,三分球%,三分命中,三分出手,罰球%,罰球命中,罰球次數,進攻籃板,防守籃板,抄截/場,阻攻/場,失誤,犯規,賽季,賽制,主要位置,次要位置,城市,州
19,Kyrie Irving,BKN,4,4,21.3,5.3,5.3,42.5,23.8,44.4,7.0,15.75,38.1,2.0,5.25,100.0,5.25,5.25,1.5,3.8,1.8,1.3,2.3,3.3,2021-2022,Playoffs,G,G,Brooklyn,New York
20,De'Andre Hunter,ATL,5,5,21.2,3.8,0.6,35.0,17.4,55.7,7.8,14.0,46.2,2.4,5.2,80.0,3.2,4.0,0.4,3.4,0.8,0.2,2.2,4.0,2021-2022,Playoffs,F,G,Atlanta,Georgia
21,DeMar DeRozan,CHI,5,5,20.8,5.4,4.8,40.6,19.0,41.1,7.8,19.0,0.0,0.0,1.8,86.7,5.2,6.0,0.2,5.2,1.8,0.4,2.2,2.4,2021-2022,Playoffs,G,F,Chicago,Illinois
22,Tyrese Maxey,PHI,12,12,20.8,3.5,3.9,40.4,19.3,48.4,7.333,15.167,37.7,2.167,5.75,94.0,3.917,4.167,0.5,3.0,0.8,0.2,1.8,2.0,2021-2022,Playoffs,G,G,Philadelphia,Pennsylvania
23,Nikola Vucevic,CHI,5,5,19.4,12.4,3.2,36.2,24.6,44.0,8.0,18.2,31.0,2.6,8.4,80.0,0.8,1.0,2.8,9.6,0.4,1.2,1.6,2.8,2021-2022,Playoffs,C,C,Chicago,Illinois
24,Zach LaVine,CHI,4,4,19.3,5.3,6.0,38.3,19.3,42.9,6.75,15.75,37.5,2.25,6.0,93.3,3.5,3.75,0.0,5.3,0.8,0.3,3.0,2.3,2021-2022,Playoffs,G,F,Chicago,Illinois
25,Jrue Holiday,MIL,12,12,19.1,5.6,6.5,38.6,18.1,37.9,7.417,19.583,31.6,2.083,6.583,83.9,2.167,2.583,1.0,4.6,1.8,0.6,2.8,2.3,2021-2022,Playoffs,G,G,Milwaukee,Wisconsin
26,Klay Thompson,GSW,22,22,19.0,3.9,2.3,36.0,16.0,42.9,7.182,16.727,38.5,3.5,9.091,86.7,1.182,1.364,0.3,3.6,1.1,0.7,1.3,2.1,2021-2022,Playoffs,G,G,Golden State,California
27,Desmond Bane,MEM,12,12,18.8,3.8,2.2,35.7,17.7,47.8,6.333,13.25,48.9,3.583,7.333,85.7,2.5,2.917,0.4,3.3,0.9,0.8,1.3,1.9,2021-2022,Playoffs,G,G,Memphis,Tennessee
28,James Harden,PHI,12,12,18.6,5.7,8.6,39.9,21.6,40.5,5.333,13.167,36.8,2.333,6.333,89.3,5.583,6.25,0.9,4.8,0.8,0.7,4.2,2.4,2021-2022,Playoffs,G,G,Philadelphia,Pennsylvania
29,Bojan Bogdanovic,UTA,6,6,18.0,4.2,1.7,35.7,14.3,48.1,6.5,13.5,33.3,1.833,5.5,79.2,3.167,4.0,0.5,3.7,0.3,0.0,2.0,4.0,2021-2022,Playoffs,F,F,Utah,Utah
30,Deandre Ayton,PHX,13,13,17.9,8.9,1.7,30.5,22.8,64.0,8.077,12.615,50.0,0.154,0.308,63.6,1.615,2.538,2.5,6.4,0.4,0.8,1.5,2.6,2021-2022,Playoffs,C,C,Phoenix,Arizona
31,Jordan Clarkson,UTA,6,0,17.5,3.2,1.3,28.3,15.2,54.8,6.667,12.167,37.5,1.5,4.0,88.9,2.667,3.0,0.8,2.3,0.5,0.2,1.7,2.8,2021-2022,Playoffs,G,G,Utah,Utah
32,Chris Paul,PHX,13,13,17.5,4.2,8.3,34.5,23.8,56.1,6.692,11.923,38.8,1.462,3.769,94.6,2.692,2.846,0.5,3.6,1.5,0.2,2.4,3.1,2021-2022,Playoffs,G,G,Phoenix,Arizona
33,OG Anunoby,TOR,6,6,17.3,4.0,2.5,36.2,15.5,47.6,6.5,13.667,34.1,2.333,6.833,75.0,2.0,2.667,1.2,2.8,1.0,0.2,1.7,3.0,2021-2022,Playoffs,F,F,Toronto,Ontario
34,Jordan Poole,GSW,22,5,17.0,2.8,3.8,27.5,16.3,50.8,5.864,11.545,39.1,2.273,5.818,91.5,2.955,3.227,0.5,2.4,0.8,0.4,2.4,2.8,2021-2022,Playoffs,G,G,Golden State,California
35,Tobias Harris,PHI,12,12,16.9,7.6,2.9,38.8,20.8,50.0,6.75,13.5,38.6,1.833,4.75,86.4,1.583,1.833,0.8,6.8,1.1,0.8,1.5,2.9,2021-2022,Playoffs,F,F,Philadelphia,Pennsylvania
36,Andrew Wiggins,GSW,22,22,16.5,7.5,1.8,34.9,18.1,46.9,6.5,13.864,33.3,1.591,4.773,64.6,1.909,2.955,2.5,5.0,1.0,1.0,1.4,2.5,2021-2022,Playoffs,F,F,Golden State,California
37,Jaren Jackson Jr.,MEM,12,12,15.4,6.8,0.9,27.7,15.8,37.8,4.917,13.0,37.5,2.25,6.0,75.5,3.333,4.417,2.2,4.6,0.8,2.5,1.4,4.4,2021-2022,Playoffs,F,C,Memphis,Tennessee
38,Marcus Smart,BOS,21,21,15.4,4.5,5.9,36.2,16.3,40.5,5.381,13.286,35.0,2.286,6.524,80.6,2.381,2.952,1.0,3.6,1.2,0.2,2.5,3.4,2021-2022,Playoffs,G,G,Boston,Massachusetts
39,Trae Young,ATL,5,5,15.4,5.0,6.0,37.4,10.0,31.9,4.4,13.8,18.4,1.4,7.6,78.8,5.2,6.6,1.0,4.0,0.6,0.0,6.2,2.6,2021-2022,Playoffs,G,G,Atlanta,Georgia
40,Gary Trent Jr.,TOR,6,6,15.3,1.7,1.3,33.2,10.5,37.8,5.167,13.667,33.3,2.167,6.5,89.5,2.833,3.167,0.2,1.5,1.0,0.5,0.5,1.8,2021-2022,Playoffs,G,F,Toronto,Ontario
41,Bam Adebayo,MIA,18,18,14.8,8.0,2.7,34.1,20.1,59.4,5.778,9.722,0.0,0.0,0.056,76.3,3.222,4.222,2.1,5.9,1.0,0.7,2.1,3.1,2021-2022,Playoffs,C,F,Miami,Florida
42,Dillon Brooks,MEM,11,11,14.6,2.7,2.7,30.5,8.4,34.9,5.455,15.636,34.7,2.273,6.545,64.0,1.455,2.273,0.7,2.0,1.0,0.3,2.0,3.3,2021-2022,Playoffs,G,F,Memphis,Tennessee
43,Seth Curry,BKN,4,4,14.5,2.5,3.0,33.0,15.8,56.4,5.5,9.75,52.2,3.0,5.75,66.7,0.5,0.75,0.5,2.0,0.3,0.8,0.8,3.8,2021-2022,Playoffs,G,G,Brooklyn,New York
44,Khris Middleton,MIL,2,2,14.5,5.0,7.0,35.5,15.5,41.7,5.0,12.0,42.9,3.0,7.0,100.0,1.5,1.5,0.5,4.5,1.5,0.0,5.5,3.0,2021-2022,Playoffs,F,F,Milwaukee,Wisconsin
45,Jonas Valanciunas,NOP,6,6,14.5,14.3,3.0,29.2,23.8,48.5,5.5,11.333,16.7,0.167,1.0,76.9,3.333,4.333,5.5,8.8,0.7,0.2,2.0,2.8,2021-2022,Playoffs,C,C,New Orleans,Louisiana
46,Bogdan Bogdanovic,ATL,4,0,14.3,4.8,3.0,26.8,13.8,40.8,5.0,12.25,34.6,2.25,6.5,80.0,2.0,2.5,1.0,3.8,0.3,0.3,1.0,3.0,2021-2022,Playoffs,G,G,Atlanta,Georgia
47,Spencer Dinwiddie,DAL,18,3,14.2,2.4,3.6,27.8,12.9,41.7,4.444,10.667,41.7,2.222,5.333,82.1,3.056,3.722,0.4,2.0,0.8,0.3,1.6,2.3,2021-2022,Playoffs,G,G,Dallas,Texas
48,Bruce Brown,BKN,4,4,14.0,4.8,2.8,34.8,16.8,56.8,5.25,9.25,42.9,1.5,3.5,80.0,2.0,2.5,1.5,3.3,1.3,0.8,2.3,4.0,2021-2022,Playoffs,G,F,Brooklyn,New York
49,Monte Morris,DEN,5,5,14.0,2.2,5.4,31.2,15.4,49.0,5.0,10.2,42.3,2.2,5.2,75.0,1.8,2.4,0.2,2.0,1.2,0.0,1.6,2.8,2021-2022,Playoffs,G,G,Denver,Colorado
50,Will Barton,DEN,5,5,13.8,5.6,2.8,34.4,13.0,40.9,5.4,13.2,39.3,2.2,5.6,66.7,0.8,1.2,1.0,4.6,0.8,0.2,2.0,2.2,2021-2022,Playoffs,G,G,Denver,Colorado
51,Aaron Gordon,DEN,5,5,13.8,7.2,2.6,32.0,15.8,42.6,4.6,10.8,20.0,0.6,3.0,71.4,4.0,5.6,3.6,3.6,0.4,1.2,1.6,2.8,2021-2022,Playoffs,F,F,Denver,Colorado
52,Fred VanVleet,TOR,4,4,13.8,3.0,6.3,35.0,15.8,35.2,4.75,13.5,33.3,3.0,9.0,83.3,1.25,1.5,0.5,2.5,1.8,1.0,1.0,3.0,2021-2022,Playoffs,G,G,Toronto,Ontario
53,Mikal Bridges,PHX,13,13,13.3,4.7,2.8,38.5,16.4,47.8,5.077,10.615,39.4,1.0,2.538,93.3,2.154,2.308,0.9,3.8,1.1,1.0,0.8,2.4,2021-2022,Playoffs,F,F,Phoenix,Arizona
54,Scottie Barnes,TOR,4,3,12.8,9.0,4.3,33.3,19.3,42.9,4.5,10.5,16.7,0.5,3.0,81.3,3.25,4.0,1.8,7.3,1.0,0.3,1.3,3.0,2021-2022,Playoffs,F,F,Toronto,Ontario
55,Tyler Herro,MIA,15,0,12.6,3.9,2.8,25.4,11.2,40.9,4.933,12.067,22.9,1.067,4.667,92.6,1.667,1.8,0.5,3.4,0.6,0.4,1.8,1.4,2021-2022,Playoffs,G,G,Miami,Florida
56,Brandon Clarke,MEM,12,0,12.3,6.9,2.0,24.7,17.4,61.5,4.667,7.583,0.0,0.0,0.083,66.7,3.0,4.5,3.1,3.8,0.8,0.8,1.0,1.9,2021-2022,Playoffs,F,F,Memphis,Tennessee
57,Rudy Gobert,UTA,6,6,12.0,13.2,0.5,32.8,21.2,63.6,3.5,5.5,0.0,0.0,0.0,68.2,5.0,7.333,3.5,9.7,0.2,1.0,1.3,3.2,2021-2022,Playoffs,C,C,Utah,Utah
58,Al Horford,BOS,23,23,12.0,9.3,3.3,35.4,21.2,52.3,4.391,8.391,48.0,2.043,4.261,77.8,1.217,1.565,1.5,7.8,0.8,1.3,1.3,2.8,2021-2022,Playoffs,C,F,Boston,Massachusetts
59,D 'Angelo Russell,MIN,6,6,12.0,2.5,6.7,32.7,11.2,33.3,4.0,12.0,38.7,2.0,5.167,75.0,2.0,2.667,0.0,2.5,1.5,0.0,2.8,2.8,2021-2022,Playoffs,G,G,Minnesota,Minnesota
60,Patrick Williams,CHI,5,5,11.8,5.4,0.8,30.6,12.6,46.8,4.4,9.4,33.3,1.4,4.2,72.7,1.6,2.2,1.2,4.2,1.0,0.6,1.4,3.0,2021-2022,Playoffs,F,F,Chicago,Illinois
61,Dorian Finney-Smith,DAL,18,18,11.7,5.5,1.9,38.2,14.5,47.1,4.111,8.722,42.6,2.556,6.0,70.8,0.944,1.333,1.8,3.7,0.9,0.4,1.0,2.9,2021-2022,Playoffs,F,F,Dallas,Texas
62,Chris Boucher,TOR,6,0,11.2,5.8,0.2,21.7,15.3,61.9,4.333,7.0,40.0,1.0,2.5,90.0,1.5,1.667,2.0,3.8,0.2,1.2,0.3,2.2,2021-2022,Playoffs,F,C,Toronto,Ontario
63,Patrick Beverley,MIN,6,6,11.0,3.2,4.8,32.3,13.5,42.9,3.5,8.167,34.6,1.5,4.333,68.2,2.5,3.667,0.7,2.5,1.2,1.2,2.0,4.7,2021-2022,Playoffs,G,G,Minnesota,Minnesota
64,Kevin Knox II,ATL,2,0,11.0,1.0,0.0,4.5,9.5,63.6,3.5,5.5,60.0,3.0,5.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,1.5,0.0,2021-2022,Playoffs,F,F,Atlanta,Georgia
65,Max Strus,MIA,18,18,10.9,4.1,2.1,29.1,10.6,37.4,3.778,10.111,33.1,2.611,7.889,72.2,0.722,1.0,0.8,3.2,0.8,0.4,1.1,3.1,2021-2022,Playoffs,G,F,Miami,Florida
66,Cameron Johnson,PHX,13,3,10.8,3.5,1.5,24.6,10.8,46.5,3.538,7.615,37.3,1.692,4.538,81.3,2.0,2.462,0.7,2.8,0.4,0.1,0.9,2.4,2021-2022,Playoffs,F,F,Phoenix,Arizona
67,Herbert Jones,NOP,6,6,10.7,3.3,1.8,37.7,12.5,47.7,3.5,7.333,41.7,0.833,2.0,77.3,2.833,3.667,1.3,2.0,1.8,0.8,1.3,3.7,2021-2022,Playoffs,F,F,New Orleans,Louisiana
68,Reggie Bullock,DAL,18,18,10.6,4.6,1.7,39.3,12.5,40.4,3.389,8.389,39.7,2.889,7.278,88.9,0.889,1.0,0.4,4.1,1.2,0.1,0.4,2.7,2021-2022,Playoffs,G,F,Dallas,Texas
69,DeMarcus Cousins,DEN,5,0,10.6,3.4,1.2,11.4,11.8,65.5,3.8,5.8,66.7,0.8,1.2,73.3,2.2,3.0,0.6,2.8,0.6,0.2,1.4,1.8,2021-2022,Playoffs,C,C,Denver,Colorado
70,Brook Lopez,MIL,12,12,10.6,5.9,0.7,27.7,13.8,49.0,4.167,8.5,21.4,0.5,2.333,91.3,1.75,1.917,2.3,3.7,0.5,1.5,0.9,2.7,2021-2022,Playoffs,C,C,Milwaukee,Wisconsin
71,Victor Oladipo,MIA,15,1,10.6,3.4,2.1,24.5,9.5,36.8,3.333,9.067,27.4,1.133,4.133,79.2,2.8,3.533,0.3,3.1,1.3,0.3,1.7,1.9,2021-2022,Playoffs,G,G,Miami,Florida
72,Bobby Portis,MIL,12,5,10.6,10.0,0.8,24.8,14.7,41.7,4.0,9.583,29.8,1.167,3.917,77.3,1.417,1.833,2.1,7.9,0.4,0.3,1.3,2.2,2021-2022,Playoffs,F,F,Milwaukee,Wisconsin
73,Nic Claxton,BKN,4,0,10.5,6.3,1.5,24.5,15.5,79.2,4.75,6.0,0.0,0.0,0.0,18.2,1.0,5.5,1.8,4.5,1.3,2.3,0.5,1.5,2021-2022,Playoffs,F,C,Brooklyn,New York
74,Goran Dragic,BKN,4,0,10.5,4.5,1.5,19.8,12.5,56.3,4.5,8.0,33.3,1.0,3.0,100.0,0.5,0.5,1.5,3.0,0.8,0.0,1.3,2.8,2021-2022,Playoffs,G,G,Brooklyn,New York
75,Precious Achiuwa,TOR,6,1,10.2,4.8,1.0,27.8,10.3,48.1,4.167,8.667,31.3,0.833,2.667,60.0,1.0,1.667,1.3,3.5,0.2,0.8,1.5,2.3,2021-2022,Playoffs,F,F,Toronto,Ontario
76,Danilo Gallinari,ATL,5,3,10.2,4.2,0.8,22.4,9.0,40.0,3.6,9.0,26.7,0.8,3.0,100.0,2.2,2.2,0.4,3.8,0.2,0.0,1.0,1.2,2021-2022,Playoffs,F,F,Atlanta,Georgia
77,Pat Connaughton,MIL,12,0,9.5,4.3,0.9,26.5,11.0,47.7,3.5,7.333,39.1,2.083,5.333,100.0,0.417,0.417,0.3,4.0,0.4,0.3,0.6,1.2,2021-2022,Playoffs,G,G,Milwaukee,Wisconsin
78,John Collins,ATL,5,4,9.4,4.6,1.2,24.4,9.8,48.7,3.8,7.8,36.4,0.8,2.2,50.0,1.0,2.0,0.4,4.2,0.4,0.2,1.0,2.4,2021-2022,Playoffs,F,C,Atlanta,Georgia
79,Jae Crowder,PHX,13,13,9.4,4.7,2.4,29.5,11.2,40.0,3.231,8.077,30.2,1.462,4.846,73.1,1.462,2.0,0.6,4.1,1.0,0.5,1.5,3.6,2021-2022,Playoffs,F,F,Phoenix,Arizona
80,Jaden McDaniels,MIN,6,0,9.3,2.8,0.7,21.7,11.0,52.9,3.0,5.667,50.0,1.667,3.333,83.3,1.667,2.0,0.8,2.0,0.3,1.8,1.0,3.0,2021-2022,Playoffs,F,F,Minnesota,Minnesota
81,Mike Conley,UTA,6,6,9.2,3.2,4.8,29.0,9.3,33.3,3.167,9.5,20.0,0.833,4.167,80.0,2.0,2.5,0.3,2.8,0.8,0.3,2.2,3.2,2021-2022,Playoffs,G,G,Utah,Utah
82,Kevin Huerter,ATL,5,5,9.2,3.0,3.8,30.8,9.4,36.2,3.4,9.4,29.0,1.8,6.2,75.0,0.6,0.8,0.2,2.8,1.2,0.6,2.2,3.0,2021-2022,Playoffs,G,F,Atlanta,Georgia
83,Bones Hyland,DEN,5,0,9.2,2.0,3.2,17.4,8.4,36.1,2.6,7.2,34.8,1.6,4.6,85.7,2.4,2.8,0.2,1.8,0.2,0.0,1.2,2.4,2021-2022,Playoffs,G,G,Denver,Colorado
84,Tyus Jones,MEM,12,3,9.2,3.3,4.5,21.8,12.1,39.4,3.25,8.25,40.0,1.5,3.75,93.3,1.167,1.25,0.3,2.9,1.2,0.2,1.1,0.7,2021-2022,Playoffs,G,G,Memphis,Tennessee
85,Larry Nance Jr.,NOP,6,0,9.2,5.8,1.8,21.7,13.5,56.4,3.667,6.5,22.2,0.333,1.5,81.8,1.5,1.833,3.2,2.7,0.5,0.3,1.0,2.5,2021-2022,Playoffs,F,C,New Orleans,Louisiana
86,Maxi Kleber,DAL,18,0,8.7,4.6,1.1,25.4,11.6,50.9,3.0,5.889,43.6,1.889,4.333,71.4,0.833,1.167,0.8,3.7,0.2,0.8,0.6,2.7,2021-2022,Playoffs,F,F,Dallas,Texas
87,Danny Green,PHI,12,12,8.6,3.1,0.8,26.6,8.3,40.4,3.0,7.417,40.8,2.583,6.333,0.0,0.0,0.083,0.8,2.3,1.0,0.3,1.1,1.9,2021-2022,Playoffs,G,G,Philadelphia,Pennsylvania
88,Grant Williams,BOS,24,5,8.6,3.8,0.8,27.3,9.5,43.3,2.708,6.25,39.3,1.458,3.708,80.8,1.75,2.167,1.0,2.8,0.3,0.8,0.8,3.5,2021-2022,Playoffs,F,F,Boston,Massachusetts
89,Malik Beasley,MIN,6,0,8.5,3.3,0.7,19.8,7.5,43.2,3.167,7.333,32.0,1.333,4.167,83.3,0.833,1.0,0.3,3.0,0.3,0.2,1.2,1.5,2021-2022,Playoffs,G,G,Minnesota,Minnesota
90,Derrick White,BOS,23,3,8.5,3.0,2.7,25.4,9.2,36.4,2.783,7.652,31.3,1.13,3.609,82.4,1.826,2.217,0.3,2.7,0.9,0.6,1.3,2.0,2021-2022,Playoffs,G,G,Boston,Massachusetts
91,Coby White,CHI,5,0,8.4,3.4,1.8,19.6,6.4,33.3,3.0,9.0,27.6,1.6,5.8,80.0,0.8,1.0,0.0,3.4,0.2,0.0,1.2,1.0,2021-2022,Playoffs,G,G,Chicago,Illinois
92,Grayson Allen,MIL,12,5,8.3,2.9,1.3,25.4,8.7,45.1,3.083,6.833,39.6,1.583,4.0,63.6,0.583,0.917,0.4,2.5,0.7,0.3,0.8,1.8,2021-2022,Playoffs,G,G,Milwaukee,Wisconsin
93,Delon Wright,ATL,5,0,8.2,4.8,2.8,27.4,12.4,51.7,3.0,5.8,38.5,1.0,2.6,66.7,1.2,1.8,2.2,2.6,0.8,0.2,1.0,0.4,2021-2022,Playoffs,G,G,Atlanta,Georgia
94,Jose Alvarado,NOP,6,0,8.0,1.3,1.5,19.5,7.7,48.5,2.667,5.5,37.5,1.0,2.667,76.9,1.667,2.167,0.3,1.0,1.2,0.2,1.2,3.0,2021-2022,Playoffs,G,G,New Orleans,Louisiana
95,Draymond Green,GSW,22,22,8.0,7.2,6.3,32.0,16.8,47.9,3.136,6.545,20.5,0.364,1.773,63.8,1.364,2.136,1.2,6.0,1.1,1.0,2.7,4.0,2021-2022,Playoffs,F,F,Golden State,California
96,Gabe Vincent,MIA,18,8,8.0,1.9,3.2,23.5,8.2,38.2,2.778,7.278,30.9,1.389,4.5,95.0,1.056,1.111,0.2,1.8,0.8,0.3,1.4,2.3,2021-2022,Playoffs,G,G,Miami,Florida
97,P.J. Tucker,MIA,18,18,7.9,5.7,1.8,28.3,12.3,49.5,3.0,6.056,45.1,1.278,2.833,68.8,0.611,0.889,1.9,3.7,0.8,0.3,0.7,2.8,2021-2022,Playoffs,F,F,Miami,Florida
98,Kyle Lowry,MIA,10,10,7.8,3.6,4.7,29.5,9.6,29.1,2.5,8.6,24.1,1.3,5.4,78.9,1.5,1.9,0.3,3.3,1.2,0.7,1.9,2.9,2021-2022,Playoffs,G,G,Miami,Florida
99,Robert Williams III,BOS,17,15,7.7,6.2,1.0,23.2,15.6,67.9,3.118,4.588,0.0,0.0,0.059,89.3,1.471,1.647,2.5,3.6,0.7,2.2,0.6,2.0,2021-2022,Playoffs,C,F,Boston,Massachusetts
100,Ziaire Williams,MEM,10,1,6.9,1.6,0.5,16.8,6.3,44.2,2.3,5.2,30.6,1.1,3.6,92.3,1.2,1.3,0.4,1.2,0.5,0.0,0.2,1.4,2021-2022,Playoffs,F,F,Memphis,Tennessee
101,JaVale McGee,PHX,12,0,6.8,4.0,0.6,11.1,9.8,70.0,2.917,4.167,0.0,0.0,0.083,84.6,0.917,1.083,1.3,2.7,0.3,0.4,0.8,2.3,2021-2022,Playoffs,C,F,Phoenix,Arizona
102,Gary Payton II,GSW,12,2,6.5,3.1,1.3,16.9,10.4,65.9,2.417,3.667,53.3,0.667,1.25,66.7,1.0,1.5,1.1,2.0,1.2,0.6,0.5,1.9,2021-2022,Playoffs,G,G,Golden State,California
103,Alex Caruso,CHI,4,4,6.3,2.8,4.3,28.3,11.8,39.1,2.25,5.75,38.9,1.75,4.5,0.0,0.0,0.0,0.5,2.3,1.3,1.0,0.3,2.8,2021-2022,Playoffs,G,G,Chicago,Illinois
104,Patty Mills,BKN,4,0,6.3,1.0,0.0,18.0,5.5,56.3,2.25,4.0,53.8,1.75,3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.3,2021-2022,Playoffs,G,G,Brooklyn,New York
105,Wesley Matthews,MIL,12,12,6.2,3.1,1.2,28.8,7.4,39.1,2.083,5.333,40.0,1.5,3.75,66.7,0.5,0.75,0.8,2.3,0.8,0.3,0.5,2.3,2021-2022,Playoffs,G,G,Milwaukee,Wisconsin
106,Jordan McLaughlin,MIN,5,0,6.2,2.4,3.4,16.6,11.4,70.6,2.4,3.4,57.1,0.8,1.4,75.0,0.6,0.8,0.0,2.4,1.0,0.0,0.4,1.0,2021-2022,Playoffs,G,G,Minnesota,Minnesota
107,Royce O'Neale,UTA,6,6,6.2,5.7,1.5,31.3,10.0,40.0,2.333,5.833,28.0,1.167,4.167,100.0,0.333,0.333,1.0,4.7,0.5,0.2,0.5,2.7,2021-2022,Playoffs,F,F,Utah,Utah
108,Kyle Anderson,MEM,12,1,6.0,4.3,1.8,18.4,10.3,56.9,2.417,4.25,25.0,0.25,1.0,61.1,0.917,1.5,0.8,3.5,0.9,0.6,0.8,1.8,2021-2022,Playoffs,F,G,Memphis,Tennessee
109,Jaylen Nowell,MIN,1,0,6.0,0.0,1.0,12.0,1.0,30.0,3.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2021-2022,Playoffs,G,G,Minnesota,Minnesota
