排名,球員,球隊,比賽,先發,平均得分,平均籃板,平均助攻,場均時間,場上效率值,投籃%,投籃命中,投籃出手,三分球%,三分命中,三分出手,罰球%,罰球命中,罰球次數,進攻籃板,防守籃板,抄截/場,阻攻/場,失誤,犯規,賽季,賽制,主要位置,次要位置,城市,州
23,Julius Randle,NYK,71,71,24.1,10.2,6.0,37.6,26.8,45.6,8.479,18.606,41.1,2.254,5.479,81.1,4.901,6.042,1.2,9.0,0.9,0.3,3.4,3.2,2020-2021,RegularSeason,F,C,New York,New York
24,Brandon Ingram,NOP,61,61,23.8,4.9,4.9,34.3,22.0,46.6,8.41,18.049,38.1,2.344,6.148,87.8,4.607,5.246,0.6,4.3,0.7,0.6,2.5,2.0,2020-2021,RegularSeason,F,F,New Orleans,Louisiana
25,Shai Gilgeous-Alexander,OKC,35,35,23.7,4.7,5.9,33.7,23.6,50.8,8.2,16.143,41.8,2.029,4.857,80.8,5.286,6.543,0.5,4.2,0.8,0.7,3.0,2.0,2020-2021,RegularSeason,G,F,Oklahoma City,Oklahoma
26,Nikola Vucevic,CHI,70,70,23.4,11.7,3.8,33.5,28.0,47.7,9.514,19.943,40.0,2.514,6.286,84.0,1.871,2.229,2.1,9.6,0.9,0.7,1.8,2.0,2020-2021,RegularSeason,C,C,Chicago,Illinois
27,Paul George,LAC,54,54,23.3,6.6,5.2,33.7,23.5,46.7,8.241,17.648,41.1,3.167,7.704,86.8,3.667,4.222,0.8,5.8,1.1,0.4,3.3,2.4,2020-2021,RegularSeason,F,F,LA,California
28,CJ McCollum,POR,47,47,23.1,3.9,4.7,34.0,21.1,45.8,8.617,18.809,40.2,3.596,8.936,81.2,2.298,2.83,0.6,3.3,0.9,0.4,1.4,1.9,2020-2021,RegularSeason,G,G,Portland,Oregon
29,Jerami Grant,DET,54,54,22.3,4.6,2.8,33.9,18.6,42.9,7.407,17.259,35.0,2.13,6.093,84.5,5.37,6.352,0.6,4.0,0.6,1.1,2.0,2.3,2020-2021,RegularSeason,F,F,Detroit,Michigan
30,Russell Westbrook,WAS,65,65,22.2,11.5,11.7,36.4,29.6,43.9,8.369,19.046,31.5,1.323,4.2,65.6,4.169,6.354,1.7,9.9,1.4,0.4,4.8,2.9,2020-2021,RegularSeason,G,G,Washington,D.C.
31,Anthony Davis,LAL,36,36,21.8,7.9,3.1,32.3,23.4,49.1,8.361,17.028,26.0,0.722,2.778,73.8,4.389,5.944,1.7,6.2,1.3,1.6,2.1,1.7,2020-2021,RegularSeason,F,C,Los Angeles,California
32,DeMar DeRozan,SAS,61,61,21.6,4.2,6.9,33.7,23.5,49.5,7.459,15.082,25.7,0.311,1.213,88.0,6.344,7.213,0.7,3.6,0.9,0.2,2.0,2.1,2020-2021,RegularSeason,G,F,San Antonio,Texas
33,Jimmy Butler,MIA,52,52,21.5,6.9,7.1,33.6,27.6,49.7,7.038,14.154,24.5,0.481,1.962,86.3,6.904,8.0,1.8,5.1,2.1,0.3,2.1,1.4,2020-2021,RegularSeason,F,F,Miami,Florida
34,Pascal Siakam,TOR,56,56,21.4,7.2,4.5,35.8,22.3,45.5,7.804,17.161,29.7,1.304,4.393,82.7,4.446,5.375,1.7,5.5,1.1,0.7,2.3,3.1,2020-2021,RegularSeason,F,F,Toronto,Ontario
35,Malcolm Brogdon,IND,56,56,21.2,5.3,5.9,34.5,21.4,45.3,7.929,17.5,38.8,2.589,6.679,86.4,2.732,3.161,1.0,4.2,0.9,0.3,2.1,2.0,2020-2021,RegularSeason,G,G,Indiana,Indiana
36,Jamal Murray,DEN,48,48,21.2,4.0,4.8,35.5,20.4,47.7,7.875,16.5,40.8,2.688,6.583,86.9,2.771,3.188,0.8,3.3,1.3,0.3,2.3,2.0,2020-2021,RegularSeason,G,G,Denver,Colorado
37,Christian Wood,HOU,41,41,21.0,9.6,1.7,32.3,23.0,51.4,8.024,15.61,37.4,1.878,5.024,63.1,3.049,4.829,1.9,7.8,0.8,1.2,2.0,2.1,2020-2021,RegularSeason,F,F,Houston,Texas
38,John Wall,HOU,40,40,20.6,3.2,6.9,32.2,16.8,40.4,7.325,18.15,31.7,1.975,6.225,74.9,3.95,5.275,0.4,2.8,1.1,0.8,3.5,1.1,2020-2021,RegularSeason,G,G,Houston,Texas
39,Khris Middleton,MIL,68,68,20.4,6.0,5.4,33.4,21.8,47.6,7.515,15.794,41.4,2.221,5.368,89.8,3.118,3.471,0.8,5.2,1.1,0.1,2.6,2.4,2020-2021,RegularSeason,F,F,Milwaukee,Wisconsin
40,Terry Rozier,CHA,69,69,20.4,4.4,4.2,34.5,19.2,45.0,7.391,16.435,38.9,3.217,8.275,81.7,2.391,2.928,0.7,3.7,1.3,0.4,1.9,1.7,2020-2021,RegularSeason,G,G,Charlotte,North Carolina
41,Domantas Sabonis,IND,62,62,20.3,12.0,6.7,36.0,29.1,53.5,7.806,14.581,32.1,0.839,2.613,73.2,3.871,5.29,2.4,9.5,1.2,0.5,3.4,3.3,2020-2021,RegularSeason,F,C,Indiana,Indiana
42,Caris LeVert,IND,47,39,20.2,4.6,5.2,31.6,19.4,44.1,7.638,17.319,32.6,1.787,5.489,81.1,3.106,3.83,0.7,3.9,1.4,0.6,2.2,2.2,2020-2021,RegularSeason,G,G,Indiana,Indiana
43,Kristaps Porzingis,DAL,43,43,20.1,8.9,1.6,30.9,22.4,47.6,7.558,15.884,37.6,2.256,6.0,85.5,2.744,3.209,1.9,7.0,0.5,1.3,1.2,2.7,2020-2021,RegularSeason,F,C,Dallas,Texas
44,Victor Oladipo,MIA,33,33,19.8,4.8,4.6,32.7,17.1,40.8,7.121,17.455,32.6,2.364,7.242,75.4,3.152,4.182,0.4,4.5,1.4,0.4,2.5,2.5,2020-2021,RegularSeason,G,G,Miami,Florida
45,Malik Beasley,MIN,37,36,19.6,4.4,2.4,32.8,16.3,44.0,7.135,16.216,39.9,3.459,8.676,85.0,1.838,2.162,0.8,3.6,0.8,0.2,1.6,1.7,2020-2021,RegularSeason,G,G,Minnesota,Minnesota
46,Gordon Hayward,CHA,44,44,19.6,5.9,4.1,34.0,20.5,47.3,7.068,14.955,41.5,1.932,4.659,84.3,3.545,4.205,0.8,5.0,1.2,0.3,2.1,1.7,2020-2021,RegularSeason,F,F,Charlotte,North Carolina
47,Fred VanVleet,TOR,52,52,19.6,4.2,6.3,36.5,20.0,38.9,6.5,16.731,36.6,3.346,9.154,88.5,3.25,3.673,0.6,3.6,1.7,0.7,1.8,2.3,2020-2021,RegularSeason,G,G,Toronto,Ontario
48,Tobias Harris,PHI,62,62,19.5,6.8,3.5,32.5,22.2,51.2,7.629,14.903,39.4,1.323,3.355,89.2,2.935,3.29,1.0,5.8,0.9,0.8,1.7,1.9,2020-2021,RegularSeason,F,F,Philadelphia,Pennsylvania
49,Anthony Edwards,MIN,72,55,19.3,4.7,2.9,32.1,15.7,41.7,7.014,16.819,32.9,2.375,7.222,77.6,2.931,3.778,0.8,3.8,1.1,0.5,2.2,1.8,2020-2021,RegularSeason,G,G,Minnesota,Minnesota
50,Kemba Walker,BOS,43,43,19.3,4.0,4.9,31.8,18.0,42.0,6.605,15.721,36.0,2.953,8.209,89.9,3.116,3.465,0.4,3.6,1.1,0.3,2.0,1.4,2020-2021,RegularSeason,G,G,Boston,Massachusetts
51,Ja Morant,MEM,63,63,19.1,4.0,7.4,32.6,18.4,44.9,6.825,15.19,30.3,1.159,3.825,72.8,4.302,5.905,0.9,3.1,0.9,0.2,3.2,1.4,2020-2021,RegularSeason,G,G,Memphis,Tennessee
52,Michael Porter Jr.,DEN,61,54,19.0,7.3,1.1,31.3,21.2,54.2,7.262,13.393,44.5,2.787,6.262,79.1,1.738,2.197,1.5,5.8,0.7,0.9,1.3,2.1,2020-2021,RegularSeason,F,F,Denver,Colorado
53,D 'Angelo Russell,MIN,42,26,19.0,2.6,5.8,28.5,16.6,43.1,6.69,15.524,38.7,2.857,7.381,76.5,2.714,3.548,0.4,2.3,1.1,0.4,2.7,1.6,2020-2021,RegularSeason,G,G,Minnesota,Minnesota
54,Bam Adebayo,MIA,64,64,18.7,9.0,5.4,33.5,26.1,57.0,7.125,12.5,25.0,0.031,0.125,79.9,4.422,5.531,2.2,6.7,1.2,1.0,2.6,2.3,2020-2021,RegularSeason,C,F,Miami,Florida
55,Norman Powell,POR,69,58,18.6,3.1,1.9,32.0,15.8,47.7,6.348,13.304,41.1,2.478,6.029,87.1,3.42,3.928,0.6,2.5,1.2,0.3,1.7,2.3,2020-2021,RegularSeason,G,G,Portland,Oregon
56,Andrew Wiggins,GSW,71,71,18.6,4.9,2.4,33.3,17.2,47.7,7.113,14.901,38.0,1.972,5.183,71.4,2.394,3.352,1.2,3.7,0.9,1.0,1.8,2.2,2020-2021,RegularSeason,F,F,Golden State,California
57,Jordan Clarkson,UTA,68,1,18.4,4.0,2.5,26.7,14.9,42.5,6.721,15.809,34.7,3.059,8.809,89.6,1.897,2.118,0.7,3.3,0.9,0.1,1.7,1.6,2020-2021,RegularSeason,G,G,Utah,Utah
58,Eric Gordon,HOU,27,13,17.8,2.1,2.6,29.2,13.3,43.3,5.889,13.593,32.9,2.556,7.778,82.5,3.481,4.222,0.3,1.9,0.5,0.5,1.9,1.6,2020-2021,RegularSeason,G,G,Houston,Texas
59,Jrue Holiday,MIL,59,56,17.7,4.5,6.1,32.3,21.0,50.3,7.017,13.949,39.2,1.881,4.797,78.7,1.814,2.305,1.2,3.3,1.6,0.6,2.2,1.7,2020-2021,RegularSeason,G,G,Milwaukee,Wisconsin
60,RJ Barrett,NYK,72,72,17.6,5.8,3.0,34.9,16.2,44.1,6.486,14.722,40.1,1.722,4.292,74.6,2.861,3.833,0.9,4.8,0.7,0.3,1.9,2.6,2020-2021,RegularSeason,F,G,New York,New York
61,John Collins,ATL,63,63,17.6,7.4,1.2,29.3,20.5,55.6,6.81,12.238,39.9,1.317,3.302,83.3,2.698,3.238,1.9,5.5,0.5,1.0,1.3,3.1,2020-2021,RegularSeason,F,C,Atlanta,Georgia
62,Darius Garland,CLE,54,50,17.4,2.4,6.1,33.1,15.7,45.1,6.704,14.852,39.5,1.944,4.926,84.8,2.074,2.444,0.4,2.0,1.2,0.1,3.0,2.0,2020-2021,RegularSeason,G,G,Cleveland,Ohio
63,Dillon Brooks,MEM,67,67,17.2,2.9,2.3,29.8,12.7,41.9,6.448,15.388,34.4,1.91,5.552,81.5,2.373,2.91,0.8,2.1,1.2,0.4,1.8,3.5,2020-2021,RegularSeason,G,F,Memphis,Tennessee
64,Kyle Lowry,TOR,46,46,17.2,5.4,7.3,34.8,20.7,43.6,5.652,12.957,39.6,2.848,7.196,87.5,3.043,3.478,0.8,4.6,1.0,0.3,2.7,3.1,2020-2021,RegularSeason,G,G,Toronto,Ontario
65,Evan Fournier,BOS,42,36,17.1,3.0,3.4,30.0,15.7,45.7,5.881,12.881,41.3,2.786,6.738,78.8,2.571,3.262,0.2,2.8,1.1,0.5,1.7,2.3,2020-2021,RegularSeason,G,F,Boston,Massachusetts
66,Jonas Valanciunas,MEM,62,61,17.1,12.5,1.8,28.3,25.6,59.2,7.097,11.984,36.8,0.339,0.919,77.3,2.532,3.274,4.1,8.4,0.6,0.9,1.6,2.9,2020-2021,RegularSeason,C,C,Memphis,Tennessee
67,Bojan Bogdanovic,UTA,72,72,17.0,3.9,1.9,30.8,14.1,43.9,5.639,12.847,39.0,2.5,6.403,87.9,3.236,3.681,0.6,3.3,0.6,0.1,1.8,1.6,2020-2021,RegularSeason,F,F,Utah,Utah
68,Tim Hardaway Jr.,DAL,70,31,16.6,3.3,1.8,28.4,13.7,44.7,5.814,13.014,39.1,2.957,7.557,81.6,2.029,2.486,0.3,3.0,0.4,0.2,0.9,1.6,2020-2021,RegularSeason,G,F,Dallas,Texas
69,Buddy Hield,SAC,71,71,16.6,4.7,3.6,34.3,15.8,40.6,5.676,13.972,39.1,3.972,10.155,84.6,1.239,1.465,0.4,4.3,0.9,0.4,1.8,2.5,2020-2021,RegularSeason,G,G,Sacramento,California
70,Kevin Porter Jr.,HOU,26,23,16.6,3.8,6.3,32.2,15.2,42.5,6.0,14.115,31.1,1.923,6.192,73.4,2.654,3.615,0.8,3.0,0.7,0.3,3.5,2.3,2020-2021,RegularSeason,G,F,Houston,Texas
71,Bogdan Bogdanovic,ATL,44,27,16.4,3.6,3.3,29.7,16.7,47.3,6.068,12.841,43.8,3.318,7.568,90.9,0.909,1.0,0.5,3.2,1.1,0.3,1.2,2.2,2020-2021,RegularSeason,G,G,Atlanta,Georgia
72,Chris Paul,PHX,70,70,16.4,4.5,8.9,31.4,22.8,49.9,6.271,12.557,39.5,1.457,3.686,93.4,2.414,2.586,0.4,4.1,1.4,0.3,2.2,2.4,2020-2021,RegularSeason,G,G,Phoenix,Arizona
73,Khyri Thomas,HOU,5,2,16.4,3.6,5.0,30.6,20.0,48.5,6.4,13.2,33.3,1.8,5.4,100.0,1.8,1.8,1.4,2.2,1.8,1.2,1.2,1.6,2020-2021,RegularSeason,G,G,Houston,Texas
74,Mike Conley,UTA,51,51,16.2,3.5,6.0,29.4,17.9,44.4,5.569,12.549,41.2,2.706,6.569,85.2,2.373,2.784,0.7,2.8,1.4,0.2,1.9,1.9,2020-2021,RegularSeason,G,G,Utah,Utah
75,Harrison Barnes,SAC,58,58,16.1,6.6,3.5,36.2,19.3,49.7,5.5,11.069,39.1,1.724,4.414,83.0,3.362,4.052,1.1,5.5,0.7,0.2,1.6,1.3,2020-2021,RegularSeason,F,F,Sacramento,California
76,Elijah Bryant,MIL,1,0,16.0,6.0,3.0,32.0,15.0,46.2,6.0,13.0,20.0,1.0,5.0,100.0,3.0,3.0,2.0,4.0,0.0,1.0,4.0,4.0,2020-2021,RegularSeason,G,G,Milwaukee,Wisconsin
77,OG Anunoby,TOR,43,43,15.9,5.5,2.2,33.3,17.3,48.0,5.791,12.07,39.8,2.419,6.07,78.4,1.86,2.372,1.3,4.3,1.5,0.7,1.7,2.7,2020-2021,RegularSeason,F,F,Toronto,Ontario
78,LaMelo Ball,CHA,51,31,15.7,5.9,6.1,28.8,18.7,43.6,5.745,13.176,35.2,1.804,5.118,75.8,2.451,3.235,1.2,4.7,1.6,0.4,2.8,2.7,2020-2021,RegularSeason,G,G,Charlotte,North Carolina
79,Dejounte Murray,SAS,67,67,15.7,7.1,5.4,31.9,19.7,45.3,6.582,14.537,31.7,0.94,2.97,79.1,1.582,2.0,0.9,6.2,1.5,0.1,1.7,2.0,2020-2021,RegularSeason,G,G,San Antonio,Texas
80,Terrence Ross,ORL,46,2,15.6,3.4,2.3,29.3,13.0,41.2,5.522,13.391,33.7,1.935,5.739,87.0,2.609,3.0,0.3,3.1,1.0,0.5,1.6,1.9,2020-2021,RegularSeason,G,F,Orlando,Florida
81,T.J. Warren,IND,4,4,15.5,3.5,1.3,29.3,13.3,52.9,6.75,12.75,0.0,0.0,1.75,80.0,2.0,2.5,0.5,3.0,0.5,0.0,1.0,4.0,2020-2021,RegularSeason,F,F,Indiana,Indiana
82,Kelly Oubre Jr.,GSW,55,50,15.4,6.0,1.3,30.7,14.9,43.9,5.782,13.164,31.6,1.636,5.182,69.5,2.236,3.218,1.5,4.5,1.0,0.8,1.3,2.2,2020-2021,RegularSeason,F,G,Golden State,California
83,Dennis Schroder,LAL,61,61,15.4,3.5,5.8,32.1,15.7,43.7,5.443,12.459,33.5,1.164,3.475,84.8,3.377,3.984,0.5,3.0,1.1,0.2,2.7,2.6,2020-2021,RegularSeason,G,G,Los Angeles,California
84,Derrick White,SAS,36,32,15.4,3.0,3.5,29.6,14.4,41.1,5.167,12.583,34.6,2.333,6.75,85.1,2.694,3.167,0.4,2.6,0.7,1.0,1.3,2.5,2020-2021,RegularSeason,G,G,San Antonio,Texas
85,Gary Trent Jr.,TOR,58,38,15.3,2.6,1.4,31.1,11.3,40.8,5.517,13.534,38.5,2.845,7.397,78.3,1.431,1.828,0.5,2.2,1.0,0.2,0.7,1.6,2020-2021,RegularSeason,G,F,Toronto,Ontario
86,Clint Capela,ATL,63,63,15.2,14.3,0.8,30.1,25.9,59.4,6.556,11.032,0.0,0.0,0.0,57.3,2.063,3.603,4.7,9.6,0.7,2.0,1.2,2.3,2020-2021,RegularSeason,C,C,Atlanta,Georgia
87,Tyler Herro,MIA,54,15,15.1,5.0,3.4,30.3,14.9,43.9,5.685,12.944,36.0,1.981,5.5,80.3,1.741,2.167,0.5,4.5,0.6,0.3,1.9,1.3,2020-2021,RegularSeason,G,G,Miami,Florida
88,Coby White,CHI,69,54,15.1,4.1,4.8,31.2,14.6,41.6,5.435,13.072,35.9,2.362,6.58,90.1,1.855,2.058,0.4,3.7,0.6,0.2,2.3,2.6,2020-2021,RegularSeason,G,G,Chicago,Illinois
89,De'Andre Hunter,ATL,23,19,15.0,4.8,1.9,29.5,15.7,48.4,5.217,10.783,32.6,1.348,4.13,85.9,3.174,3.696,0.7,4.0,0.8,0.5,1.3,2.6,2020-2021,RegularSeason,F,G,Atlanta,Georgia
90,Andre Drummond,LAL,46,46,14.9,12.0,2.0,27.0,20.6,49.3,6.13,12.435,0.0,0.0,0.174,60.0,2.674,4.457,3.6,8.4,1.4,1.1,2.7,3.2,2020-2021,RegularSeason,C,C,Los Angeles,California
91,Devonte' Graham,CHA,55,44,14.8,2.7,5.4,30.2,14.3,37.7,4.582,12.164,37.5,3.255,8.673,84.2,2.418,2.873,0.4,2.3,0.9,0.1,1.5,1.4,2020-2021,RegularSeason,G,G,Charlotte,North Carolina
92,Derrick Rose,NYK,50,3,14.7,2.6,4.2,25.6,14.4,47.0,5.74,12.22,38.8,1.0,2.58,86.6,2.2,2.54,0.4,2.2,1.0,0.4,1.6,1.1,2020-2021,RegularSeason,G,G,New York,New York
93,Lonzo Ball,NOP,55,55,14.6,4.8,5.7,31.8,17.2,41.4,5.273,12.727,37.8,3.127,8.273,78.1,0.909,1.164,0.6,4.2,1.5,0.6,2.2,1.9,2020-2021,RegularSeason,G,G,New Orleans,Louisiana
94,Kendrick Nunn,MIA,56,44,14.6,3.2,2.6,29.5,14.0,48.5,5.696,11.75,38.1,2.179,5.714,93.3,1.0,1.071,0.4,2.8,0.9,0.3,1.4,1.9,2020-2021,RegularSeason,G,G,Miami,Florida
95,Deandre Ayton,PHX,69,69,14.4,10.5,1.4,30.7,22.4,62.6,6.232,9.957,20.0,0.058,0.29,76.9,1.928,2.507,3.3,7.2,0.6,1.2,1.5,2.8,2020-2021,RegularSeason,C,C,Phoenix,Arizona
96,Jaren Jackson Jr.,MEM,11,4,14.4,5.6,1.1,23.5,15.3,42.4,4.818,11.364,28.3,1.545,5.455,83.3,3.182,3.818,1.5,4.1,1.1,1.6,1.4,3.8,2020-2021,RegularSeason,F,C,Memphis,Tennessee
97,Thomas Bryant,WAS,10,10,14.3,6.1,1.5,27.1,18.0,64.8,5.9,9.1,42.9,0.9,2.1,66.7,1.6,2.4,1.8,4.3,0.4,0.8,1.1,3.1,2020-2021,RegularSeason,C,F,Washington,D.C.
98,Rudy Gobert,UTA,71,71,14.3,13.5,1.3,30.8,26.0,67.5,5.507,8.155,0.0,0.0,0.056,62.3,3.282,5.268,3.4,10.1,0.6,2.7,1.7,2.3,2020-2021,RegularSeason,C,C,Utah,Utah
99,Ben Simmons,PHI,58,58,14.3,7.2,6.9,32.4,21.3,55.7,5.603,10.052,30.0,0.052,0.172,61.3,3.034,4.948,1.6,5.6,1.6,0.6,3.0,2.9,2020-2021,RegularSeason,G,F,Philadelphia,Pennsylvania
100,Richaun Holmes,SAC,61,61,14.2,8.3,1.7,29.2,21.1,63.7,6.0,9.426,18.2,0.033,0.18,79.4,2.213,2.787,2.4,5.9,0.6,1.6,1.2,3.5,2020-2021,RegularSeason,F,F,Sacramento,California
101,Al Horford,BOS,28,28,14.2,6.7,3.4,27.9,17.9,45.0,5.786,12.857,36.8,2.0,5.429,81.8,0.643,0.786,1.0,5.7,0.9,0.9,1.0,1.7,2020-2021,RegularSeason,C,F,Boston,Massachusetts
102,Marvin Bagley III,SAC,43,42,14.1,7.4,1.0,25.9,15.2,50.4,5.744,11.395,34.3,0.86,2.512,57.5,1.791,3.116,2.5,4.9,0.5,0.5,1.4,2.3,2020-2021,RegularSeason,F,F,Sacramento,California
103,Joe Harris,BKN,69,65,14.1,3.6,1.9,31.0,14.3,50.5,5.174,10.246,47.5,3.058,6.435,77.8,0.71,0.913,0.6,3.0,0.7,0.2,0.9,2.0,2020-2021,RegularSeason,G,F,Brooklyn,New York
104,Luguentz Dort,OKC,52,52,14.0,3.6,1.7,29.7,10.7,38.7,4.75,12.288,34.3,2.173,6.327,74.4,2.346,3.154,0.7,2.9,0.9,0.4,1.5,2.6,2020-2021,RegularSeason,G,G,Oklahoma City,Oklahoma
105,Rui Hachimura,WAS,57,57,13.8,5.5,1.4,31.5,13.9,47.8,5.439,11.368,32.8,0.789,2.404,77.0,2.175,2.825,0.9,4.6,0.8,0.1,1.2,2.1,2020-2021,RegularSeason,F,F,Washington,D.C.
106,Darius Bazley,OKC,55,55,13.7,7.2,1.8,31.2,12.9,39.6,4.964,12.545,29.0,1.509,5.2,70.2,2.273,3.236,0.9,6.3,0.5,0.5,2.2,1.1,2020-2021,RegularSeason,F,G,Oklahoma City,Oklahoma
107,Chris Boucher,TOR,60,14,13.6,6.7,1.1,24.2,17.9,51.4,4.8,9.333,38.3,1.5,3.917,78.8,2.533,3.217,2.0,4.8,0.6,1.9,0.8,2.8,2020-2021,RegularSeason,F,C,Toronto,Ontario
108,Lauri Markkanen,CHI,51,26,13.6,5.3,0.9,25.8,13.9,48.0,4.902,10.216,40.2,2.333,5.804,82.6,1.49,1.804,0.7,4.6,0.5,0.3,1.0,1.5,2020-2021,RegularSeason,F,C,Chicago,Illinois
109,Doug McDermott,IND,66,29,13.6,3.3,1.3,24.5,12.9,53.2,5.364,10.076,38.8,1.682,4.333,81.6,1.212,1.485,0.9,2.4,0.3,0.1,0.8,1.8,2020-2021,RegularSeason,F,F,Indiana,Indiana
