排名,球員,球隊,比賽,先發,平均得分,平均籃板,平均助攻,場均時間,場上效率值,投籃%,投籃命中,投籃出手,三分球%,三分命中,三分出手,罰球%,罰球命中,罰球次數,進攻籃板,防守籃板,抄截/場,阻攻/場,失誤,犯規,賽季,賽制,主要位置,次要位置,城市,州
19,Chris Paul,HOU,15,15,21.1,5.9,5.8,34.5,23.4,45.9,7.867,17.133,37.4,2.467,6.6,83.0,2.933,3.533,0.6,5.3,2.0,0.3,1.9,3.1,2017-2018,Playoffs,G,G,Houston,Texas
20,Klay Thompson,GSW,21,21,19.6,4.1,1.8,37.8,16.2,46.5,7.571,16.286,42.7,3.19,7.476,87.1,1.286,1.476,0.5,3.6,0.8,0.3,1.5,2.3,2017-2018,Playoffs,G,G,Golden State,California
21,Goran Dragic,MIA,5,5,18.6,2.6,4.6,31.2,14.4,46.7,7.0,15.0,38.1,1.6,4.2,68.2,3.0,4.4,0.6,2.0,1.0,0.0,3.0,3.0,2017-2018,Playoffs,G,G,Miami,Florida
22,Damian Lillard,POR,4,4,18.5,4.5,4.8,40.5,13.0,35.2,6.25,17.75,30.0,2.25,7.5,88.2,3.75,4.25,0.8,3.8,1.3,0.0,4.0,2.0,2017-2018,Playoffs,G,G,Portland,Oregon
23,Jayson Tatum,BOS,19,19,18.5,4.4,2.7,35.9,17.1,47.1,6.474,13.737,32.4,1.211,3.737,84.5,4.316,5.105,0.5,3.8,1.2,0.5,2.2,2.6,2017-2018,Playoffs,F,F,Boston,Massachusetts
24,JJ Redick,PHI,10,10,18.2,1.5,2.6,34.2,14.0,44.4,6.0,13.5,34.7,2.6,7.5,85.7,3.6,4.2,0.3,1.2,0.8,0.1,1.1,2.1,2017-2018,Playoffs,G,F,Philadelphia,Pennsylvania
25,Jaylen Brown,BOS,18,15,18.0,4.8,1.4,32.4,15.4,46.6,6.889,14.778,39.3,2.444,6.222,64.0,1.778,2.778,0.9,3.9,0.8,0.6,1.3,3.2,2017-2018,Playoffs,G,F,Boston,Massachusetts
26,Kyle Lowry,TOR,10,10,17.4,4.3,8.5,36.1,22.2,50.8,6.0,11.8,44.4,2.8,6.3,81.3,2.6,3.2,0.2,4.1,1.5,0.0,3.1,3.3,2017-2018,Playoffs,G,G,Toronto,Ontario
27,Al-Farouq Aminu,POR,4,4,17.3,9.0,1.3,32.8,21.3,51.9,6.75,13.0,43.3,3.25,7.5,100.0,0.5,0.5,3.0,6.0,1.0,0.5,1.5,2.0,2017-2018,Playoffs,F,F,Portland,Oregon
28,Dario Saric,PHI,10,10,17.2,7.3,3.5,32.9,19.2,42.1,5.9,14.0,38.5,2.0,5.2,85.0,3.4,4.0,3.2,4.1,1.0,0.4,1.5,2.8,2017-2018,Playoffs,F,F,Philadelphia,Pennsylvania
29,Dwyane Wade,MIA,5,0,16.6,4.2,3.6,25.4,15.0,44.3,6.2,14.0,0.0,0.0,0.8,80.8,4.2,5.2,0.6,3.6,1.4,0.2,2.2,2.2,2017-2018,Playoffs,G,G,Miami,Florida
30,Terry Rozier,BOS,19,19,16.5,5.3,5.7,36.6,19.1,40.6,5.684,14.0,34.7,2.684,7.737,82.1,2.421,2.947,0.4,4.8,1.3,0.3,1.2,2.0,2017-2018,Playoffs,G,G,Boston,Massachusetts
31,Ben Simmons,PHI,10,10,16.3,9.4,7.7,36.9,23.4,48.8,6.1,12.5,0.0,0.0,0.1,70.7,4.1,5.8,1.6,7.8,1.7,0.8,4.4,3.4,2017-2018,Playoffs,G,F,Philadelphia,Pennsylvania
32,Jimmy Butler,MIN,5,5,15.8,6.0,4.0,34.0,18.2,44.4,5.6,12.6,47.1,1.6,3.4,83.3,3.0,3.6,0.6,5.4,0.8,0.2,1.0,1.8,2017-2018,Playoffs,G,G,Minnesota,Minnesota
33,Andrew Wiggins,MIN,5,5,15.8,5.2,2.0,32.8,12.8,44.1,6.0,13.6,33.3,1.4,4.2,60.0,2.4,4.0,1.0,4.2,0.4,0.4,1.8,2.8,2017-2018,Playoffs,F,F,Minnesota,Minnesota
34,Al Horford,BOS,19,19,15.7,8.3,3.3,35.7,22.2,54.4,5.842,10.737,34.9,0.789,2.263,82.7,3.263,3.947,1.7,6.6,1.0,1.2,1.7,2.1,2017-2018,Playoffs,F,C,Boston,Massachusetts
35,Eric Gordon,HOU,17,2,15.4,2.6,1.6,32.3,10.7,38.0,4.941,13.0,33.1,2.529,7.647,83.6,3.0,3.588,0.5,2.1,0.6,0.5,1.4,1.7,2017-2018,Playoffs,G,G,Houston,Texas
36,Karl Anthony Towns,MIN,5,5,15.2,13.4,2.2,34.0,22.2,46.7,5.6,12.0,27.3,0.6,2.2,73.9,3.4,4.6,3.0,10.4,0.4,1.0,2.4,2.8,2017-2018,Playoffs,C,C,Minnesota,Minnesota
37,Nikola Mirotic,NOP,9,9,15.0,9.6,1.7,35.6,21.2,48.0,5.444,11.333,43.1,2.444,5.667,78.9,1.667,2.111,1.0,8.6,1.1,1.3,1.1,2.7,2017-2018,Playoffs,F,F,New Orleans,Louisiana
38,Kevin Love,CLE,21,21,14.9,10.2,1.6,31.4,17.6,39.2,5.19,13.238,34.0,1.714,5.048,92.2,2.81,3.048,2.3,7.9,0.7,0.4,2.0,2.8,2017-2018,Playoffs,C,F,Cleveland,Ohio
39,Jonas Valanciunas,TOR,10,9,14.6,10.5,1.2,24.4,20.8,54.2,5.8,10.7,40.0,0.2,0.5,82.4,2.8,3.4,3.0,7.5,0.4,1.5,1.9,2.2,2017-2018,Playoffs,C,C,Toronto,Ontario
40,Joe Ingles,UTA,11,11,14.5,4.4,3.4,34.7,14.3,47.1,5.182,11.0,45.5,3.182,7.0,64.7,1.0,1.545,0.5,3.9,0.5,0.2,2.4,2.6,2017-2018,Playoffs,F,F,Utah,Utah
41,Derrick Rose,MIN,5,0,14.2,1.8,2.6,23.8,11.6,50.9,5.8,11.4,70.0,1.4,2.0,85.7,1.2,1.4,0.2,1.6,0.4,0.0,1.6,1.8,2017-2018,Playoffs,G,G,Minnesota,Minnesota
42,Ricky Rubio,UTA,6,6,14.0,7.3,7.0,30.2,17.8,35.4,4.667,13.167,31.3,1.667,5.333,78.3,3.0,3.833,0.8,6.5,1.3,0.5,3.0,2.2,2017-2018,Playoffs,G,G,Utah,Utah
43,Eric Bledsoe,MIL,7,7,13.6,3.6,3.7,32.1,13.0,44.0,5.286,12.0,31.8,1.0,3.143,70.0,2.0,2.857,0.4,3.1,1.0,0.9,2.1,2.7,2017-2018,Playoffs,G,G,Milwaukee,Wisconsin
44,Patty Mills,SAS,5,5,13.4,2.0,2.6,33.0,10.4,43.9,5.0,11.4,37.1,2.6,7.0,80.0,0.8,1.0,0.4,1.6,0.6,0.2,1.8,3.0,2017-2018,Playoffs,G,G,San Antonio,Texas
45,Rudy Gobert,UTA,11,11,13.2,10.7,1.0,34.8,21.5,65.5,5.0,7.636,0.0,0.0,0.0,60.3,3.182,5.273,3.9,6.8,0.9,2.3,1.9,3.1,2017-2018,Playoffs,C,C,Utah,Utah
46,Jeff Teague,MIN,5,5,13.0,3.6,5.8,30.6,14.0,45.1,4.6,10.2,38.9,1.4,3.6,70.6,2.4,3.4,0.6,3.0,0.6,0.4,2.8,3.8,2017-2018,Playoffs,G,G,Minnesota,Minnesota
47,Marco Belinelli,PHI,10,0,12.9,2.1,2.0,27.3,10.6,40.6,4.3,10.6,34.8,1.6,4.6,87.1,2.7,3.1,0.1,2.0,0.7,0.0,0.4,2.0,2017-2018,Playoffs,G,F,Philadelphia,Pennsylvania
48,Kelly Olynyk,MIA,5,0,12.8,4.6,3.8,29.2,16.4,47.7,4.2,8.8,42.1,1.6,3.8,70.0,2.8,4.0,1.4,3.2,1.4,1.2,1.6,3.8,2017-2018,Playoffs,F,C,Miami,Florida
49,Clint Capela,HOU,17,17,12.7,11.6,1.3,30.6,23.1,66.0,5.588,8.471,0.0,0.0,0.0,47.3,1.529,3.235,3.6,8.0,0.8,2.1,0.9,2.2,2017-2018,Playoffs,C,C,Houston,Texas
50,Bojan Bogdanovic,IND,7,7,12.4,3.4,1.9,34.0,9.1,39.5,4.571,11.571,37.8,2.429,6.429,60.0,0.857,1.429,0.1,3.3,0.9,0.0,1.9,3.3,2017-2018,Playoffs,F,G,Indiana,Indiana
51,James Johnson,MIA,5,5,12.4,6.0,4.8,32.2,18.8,54.8,4.6,8.4,53.8,1.4,2.6,64.3,1.8,2.8,0.6,5.4,1.2,1.2,2.0,3.4,2017-2018,Playoffs,F,F,Miami,Florida
52,Marcus Morris Sr.,BOS,19,4,12.4,5.4,1.1,29.6,10.3,36.8,4.316,11.737,41.7,1.579,3.789,71.2,2.211,3.105,1.1,4.4,0.4,0.3,1.0,3.2,2017-2018,Playoffs,F,F,Boston,Massachusetts
53,Domantas Sabonis,IND,7,0,12.4,4.6,0.7,23.7,12.9,58.1,5.143,8.857,14.3,0.143,1.0,77.8,2.0,2.571,2.0,2.6,0.1,0.3,1.0,3.1,2017-2018,Playoffs,C,F,Indiana,Indiana
54,Myles Turner,IND,7,7,12.4,5.1,0.6,28.0,13.9,61.1,4.714,7.714,46.2,0.857,1.857,78.9,2.143,2.714,0.9,4.3,0.3,0.6,1.6,3.6,2017-2018,Playoffs,C,C,Indiana,Indiana
55,Rudy Gay,SAS,5,4,12.2,5.6,2.2,32.0,12.0,40.0,5.2,13.0,22.2,0.8,3.6,55.6,1.0,1.8,1.8,3.8,1.6,0.2,1.2,3.2,2017-2018,Playoffs,F,F,San Antonio,Texas
56,Carmelo Anthony,OKC,6,6,11.8,5.7,0.3,32.3,11.0,37.5,4.5,12.0,21.4,1.0,4.667,73.3,1.833,2.5,0.5,5.2,1.7,0.7,1.0,2.3,2017-2018,Playoffs,F,F,Oklahoma City,Oklahoma
57,Jamal Crawford,MIN,5,0,11.8,2.6,2.4,24.6,11.0,44.7,4.2,9.4,41.2,1.4,3.4,76.9,2.0,2.6,0.2,2.4,1.0,0.0,1.0,1.2,2017-2018,Playoffs,G,G,Minnesota,Minnesota
58,Jusuf Nurkic,POR,4,4,11.8,8.0,1.0,23.5,17.3,48.7,4.75,9.75,0.0,0.0,0.0,81.8,2.25,2.75,3.0,5.0,1.5,1.3,0.8,3.5,2017-2018,Playoffs,C,C,Portland,Oregon
59,Darren Collison,IND,7,7,11.3,3.0,4.7,30.6,13.0,45.6,4.429,9.714,34.8,1.143,3.286,75.0,1.286,1.714,0.1,2.9,1.0,0.0,1.3,1.0,2017-2018,Playoffs,G,G,Indiana,Indiana
60,E'Twaun Moore,NOP,9,9,11.3,2.6,1.7,31.6,9.3,46.6,4.556,9.778,36.0,1.0,2.778,68.8,1.222,1.778,0.7,1.9,0.7,0.1,1.2,2.2,2017-2018,Playoffs,F,G,New Orleans,Louisiana
61,Thaddeus Young,IND,7,7,11.3,7.7,1.4,33.9,17.4,60.0,5.143,8.571,28.6,0.286,1.0,38.5,0.714,1.857,3.1,4.6,1.7,0.9,1.0,3.1,2017-2018,Playoffs,F,F,Indiana,Indiana
62,Draymond Green,GSW,21,21,10.8,10.6,8.1,39.0,24.2,43.2,3.952,9.143,26.6,1.0,3.762,79.6,1.857,2.333,2.0,8.6,2.0,1.5,3.0,3.6,2017-2018,Playoffs,F,F,Golden State,California
63,Mike Scott,WAS,6,0,10.8,3.5,0.7,21.0,12.2,63.4,4.333,6.833,63.6,1.167,1.833,100.0,1.0,1.0,1.0,2.5,0.3,0.2,0.8,1.7,2017-2018,Playoffs,F,F,Washington,D.C.
64,Steven Adams,OKC,6,6,10.5,7.5,1.5,33.3,16.3,58.7,4.5,7.667,0.0,0.0,0.0,69.2,1.5,2.167,3.2,4.3,0.7,0.7,0.7,2.5,2017-2018,Playoffs,C,C,Oklahoma City,Oklahoma
65,Lance Stephenson,IND,7,0,10.4,2.7,2.9,21.3,9.6,46.2,4.286,9.286,30.8,1.143,3.714,55.6,0.714,1.286,0.4,2.3,0.3,0.1,1.3,2.9,2017-2018,Playoffs,G,G,Indiana,Indiana
66,Rajon Rondo,NOP,9,9,10.3,7.6,12.2,33.6,21.6,41.3,4.222,10.222,42.1,0.889,2.111,64.3,1.0,1.556,1.0,6.6,1.4,0.2,3.7,2.2,2017-2018,Playoffs,G,G,New Orleans,Louisiana
67,Jae Crowder,UTA,11,2,10.0,5.1,1.7,29.4,9.5,32.4,3.182,9.818,33.3,2.0,6.0,64.3,1.636,2.545,0.4,4.7,1.4,0.2,1.3,2.3,2017-2018,Playoffs,F,F,Utah,Utah
68,Jabari Parker,MIL,7,0,10.0,6.1,1.4,23.9,12.7,45.2,4.0,8.857,31.6,0.857,2.714,61.5,1.143,1.857,1.1,5.0,1.0,0.6,0.9,2.1,2017-2018,Playoffs,F,F,Milwaukee,Wisconsin
69,Otto Porter Jr.,WAS,5,5,10.0,5.0,1.6,31.6,13.4,48.8,4.0,8.2,41.7,1.0,2.4,62.5,1.0,1.6,0.2,4.8,1.2,1.0,0.6,1.2,2017-2018,Playoffs,F,F,Washington,D.C.
70,Markieff Morris,WAS,6,6,9.8,7.5,1.7,30.2,15.2,49.0,4.0,8.167,16.7,0.333,2.0,90.0,1.5,1.667,2.3,5.2,0.7,0.8,1.0,3.7,2017-2018,Playoffs,F,F,Washington,D.C.
71,Marcus Smart,BOS,15,4,9.8,3.7,5.3,29.9,11.7,33.6,3.2,9.533,22.1,1.0,4.533,73.5,2.4,3.267,0.9,2.8,1.7,0.7,2.4,2.9,2017-2018,Playoffs,G,G,Boston,Massachusetts
72,Justise Winslow,MIA,5,0,9.8,6.6,2.6,25.0,12.6,35.7,3.0,8.4,36.8,1.4,3.8,70.6,2.4,3.4,1.4,5.2,0.8,0.8,1.6,3.4,2017-2018,Playoffs,F,G,Miami,Florida
73,CJ Miles,TOR,10,1,9.6,2.4,0.8,22.7,8.7,45.1,3.2,7.1,42.2,1.9,4.5,81.3,1.3,1.6,0.6,1.8,0.7,0.3,0.9,2.1,2017-2018,Playoffs,F,G,Toronto,Ontario
74,Jordan Crawford,NOP,2,0,9.5,2.0,0.5,7.5,8.5,61.5,4.0,6.5,37.5,1.5,4.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,1.5,0.5,2017-2018,Playoffs,G,G,New Orleans,Louisiana
75,John Henson,MIL,2,2,9.5,6.0,2.5,37.0,17.0,69.2,4.5,6.5,0.0,0.0,0.0,50.0,0.5,1.0,2.0,4.0,0.0,3.5,2.0,2.0,2017-2018,Playoffs,C,C,Milwaukee,Wisconsin
76,Derrick Favors,UTA,11,9,9.3,5.2,1.2,26.0,12.5,61.8,3.818,6.182,40.0,0.182,0.455,48.5,1.455,3.0,1.8,3.4,0.7,1.0,0.9,1.5,2017-2018,Playoffs,F,C,Utah,Utah
77,Ersan Ilyasova,PHI,10,1,9.3,7.6,1.3,23.3,12.6,42.9,3.6,8.4,29.0,0.9,3.1,57.1,1.2,2.1,2.6,5.0,0.7,0.4,1.0,2.5,2017-2018,Playoffs,F,F,Philadelphia,Pennsylvania
78,Kelly Oubre Jr.,WAS,6,1,9.3,3.8,0.7,24.7,9.2,37.5,3.0,8.0,21.1,0.667,3.167,88.9,2.667,3.0,0.2,3.7,1.0,0.5,0.8,2.7,2017-2018,Playoffs,F,F,Washington,D.C.
79,Evan Turner,POR,3,3,9.3,4.0,3.3,29.0,9.0,36.4,4.0,11.0,28.6,0.667,2.333,100.0,0.667,0.667,1.7,2.3,1.0,0.3,2.0,2.7,2017-2018,Playoffs,F,G,Portland,Oregon
80,George Hill,CLE,19,18,9.2,2.2,2.2,29.3,8.9,45.0,3.105,6.895,31.4,0.842,2.684,77.4,2.158,2.789,0.7,1.5,0.5,0.4,1.2,2.7,2017-2018,Playoffs,G,G,Cleveland,Ohio
81,Alec Burks,UTA,9,0,9.1,2.7,1.9,13.3,9.3,46.9,3.333,7.111,45.0,1.0,2.222,86.7,1.444,1.667,0.2,2.4,0.4,0.1,0.9,1.0,2017-2018,Playoffs,G,G,Utah,Utah
82,Manu Ginobili,SAS,5,0,9.0,3.0,3.2,21.4,10.6,40.5,3.0,7.4,33.3,1.2,3.6,81.8,1.8,2.2,0.2,2.8,1.4,0.2,1.4,2.6,2017-2018,Playoffs,G,G,San Antonio,Texas
83,P.J. Tucker,HOU,17,17,8.9,6.5,1.3,33.5,13.6,48.1,3.059,6.353,46.7,2.059,4.412,66.7,0.706,1.059,1.4,5.2,0.6,0.8,0.8,2.7,2017-2018,Playoffs,F,F,Houston,Texas
84,Trevor Ariza,HOU,17,17,8.8,3.8,1.3,34.2,8.8,36.0,2.941,8.176,28.6,1.529,5.353,74.2,1.353,1.824,0.5,3.3,1.1,0.1,0.6,2.6,2017-2018,Playoffs,F,G,Houston,Texas
85,Malcolm Brogdon,MIL,7,5,8.7,3.4,2.4,26.6,8.3,43.6,3.429,7.857,26.3,0.714,2.714,80.0,1.143,1.429,0.4,3.0,0.1,0.0,1.7,2.0,2017-2018,Playoffs,G,G,Milwaukee,Wisconsin
86,Marcin Gortat,WAS,6,6,8.7,6.3,1.0,26.7,11.7,55.8,4.0,7.167,0.0,0.0,0.0,57.1,0.667,1.167,2.2,4.2,0.0,0.3,1.0,2.5,2017-2018,Playoffs,C,C,Washington,D.C.
87,Serge Ibaka,TOR,10,9,8.7,5.9,1.1,26.0,10.9,41.7,3.0,7.2,37.5,0.9,2.4,81.8,1.8,2.2,1.3,4.6,0.1,1.3,1.6,2.1,2017-2018,Playoffs,F,C,Toronto,Ontario
88,JR Smith,CLE,22,21,8.7,2.7,1.1,32.1,7.0,34.8,2.955,8.5,36.7,2.0,5.455,77.3,0.773,1.0,0.5,2.3,1.0,0.2,0.9,2.5,2017-2018,Playoffs,G,F,Cleveland,Ohio
89,Delon Wright,TOR,10,0,8.6,2.2,2.3,21.5,10.8,45.6,3.1,6.8,42.9,0.9,2.1,93.8,1.5,1.6,0.3,1.9,1.5,0.9,0.9,1.0,2017-2018,Playoffs,G,G,Toronto,Ontario
90,Josh Richardson,MIA,5,5,8.4,3.0,2.8,26.0,11.2,37.5,3.0,8.0,31.6,1.2,3.8,85.7,1.2,1.4,0.8,2.2,2.2,1.0,1.0,3.4,2017-2018,Playoffs,F,F,Miami,Florida
91,Kyle Korver,CLE,22,11,8.3,2.4,0.9,23.0,7.8,41.8,2.682,6.409,41.3,2.045,4.955,86.4,0.864,1.0,0.3,2.1,0.4,0.4,0.6,2.0,2017-2018,Playoffs,G,G,Cleveland,Ohio
92,Robert Covington,PHI,10,8,8.1,5.3,2.5,28.1,10.8,32.5,2.7,8.3,31.3,1.5,4.8,75.0,1.2,1.6,1.2,4.1,1.1,0.9,1.1,3.0,2017-2018,Playoffs,F,F,Philadelphia,Pennsylvania
93,Andre Iguodala,GSW,15,12,8.1,4.5,2.7,26.7,12.8,49.4,2.8,5.667,37.8,0.933,2.467,70.6,1.6,2.267,0.7,3.8,1.4,0.5,0.9,1.9,2017-2018,Playoffs,F,G,Golden State,California
94,Maurice Harkless,POR,2,1,8.0,4.0,2.0,26.5,11.0,53.8,3.5,6.5,33.3,1.0,3.0,0.0,0.0,0.0,1.5,2.5,0.0,0.5,0.5,2.0,2017-2018,Playoffs,F,F,Portland,Oregon
95,Tyler Johnson,MIA,5,5,8.0,1.6,0.8,16.2,7.8,53.8,2.8,5.2,60.0,1.2,2.0,85.7,1.2,1.4,0.2,1.4,0.4,0.0,0.4,2.8,2017-2018,Playoffs,G,G,Miami,Florida
96,OG Anunoby,TOR,10,10,7.9,2.1,0.7,23.8,8.5,55.8,2.9,5.2,44.8,1.3,2.9,72.7,0.8,1.1,0.9,1.2,0.6,0.4,0.6,2.3,2017-2018,Playoffs,F,F,Toronto,Ontario
97,Ian Clark,NOP,9,0,7.8,1.1,1.2,21.1,6.0,42.4,3.111,7.333,35.7,1.111,3.111,100.0,0.444,0.444,0.2,0.9,0.9,0.2,1.0,2.2,2017-2018,Playoffs,G,G,New Orleans,Louisiana
98,Wayne Ellington,MIA,5,0,7.8,1.6,0.6,20.2,5.6,34.3,2.4,7.0,40.0,2.4,6.0,100.0,0.6,0.6,0.2,1.4,0.4,0.4,0.6,1.8,2017-2018,Playoffs,G,G,Miami,Florida
99,Dejounte Murray,SAS,5,5,7.8,4.2,1.8,19.2,10.4,45.2,2.8,6.2,66.7,0.8,1.2,77.8,1.4,1.8,0.8,3.4,1.0,0.4,1.0,2.2,2017-2018,Playoffs,G,G,San Antonio,Texas
100,Jeff Green,CLE,22,2,7.7,2.4,1.5,23.8,7.4,40.8,2.636,6.455,30.0,0.955,3.182,71.7,1.5,2.091,0.3,2.1,0.3,0.7,0.8,1.6,2017-2018,Playoffs,F,F,Cleveland,Ohio
101,Jerami Grant,OKC,6,0,7.2,3.3,1.0,22.2,7.8,51.4,3.0,5.833,25.0,0.333,1.333,45.5,0.833,1.833,1.3,2.0,0.7,0.5,1.0,2.5,2017-2018,Playoffs,F,F,Oklahoma City,Oklahoma
102,Royce O'Neale,UTA,11,5,7.1,3.5,1.4,23.5,8.5,50.0,2.545,5.091,35.7,0.909,2.545,63.2,1.091,1.727,0.3,3.2,0.9,0.4,1.5,2.7,2017-2018,Playoffs,F,F,Utah,Utah
103,Zach Collins,POR,4,0,7.0,3.0,1.5,17.5,7.3,36.7,2.75,7.5,21.4,0.75,3.5,75.0,0.75,1.0,0.8,2.3,0.8,0.5,0.5,2.5,2017-2018,Playoffs,C,F,Portland,Oregon
104,Fred VanVleet,TOR,6,1,6.8,1.7,2.2,19.0,5.5,33.3,2.167,6.5,28.6,1.333,4.667,87.5,1.167,1.333,0.0,1.7,0.0,0.0,0.7,1.3,2017-2018,Playoffs,G,G,Toronto,Ontario
105,Shaun Livingston,GSW,21,0,6.7,2.2,1.5,17.2,7.4,53.6,2.81,5.238,0.0,0.0,0.048,88.0,1.048,1.19,0.5,1.7,0.3,0.0,0.8,1.6,2017-2018,Playoffs,G,G,Golden State,California
106,Tony Parker,SAS,5,0,6.6,0.8,1.2,13.4,3.2,37.8,2.8,7.4,0.0,0.0,1.0,71.4,1.0,1.4,0.0,0.8,0.4,0.0,0.8,0.4,2017-2018,Playoffs,G,G,San Antonio,Texas
107,Pascal Siakam,TOR,10,0,6.6,3.6,0.8,17.9,8.7,61.0,2.5,4.1,75.0,0.3,0.4,65.0,1.3,2.0,0.9,2.7,0.1,0.6,0.7,2.7,2017-2018,Playoffs,F,F,Toronto,Ontario
108,JaVale McGee,GSW,13,9,6.5,3.2,0.3,12.2,9.0,67.2,3.0,4.462,0.0,0.0,0.077,66.7,0.462,0.692,1.2,2.0,0.2,0.8,0.4,1.5,2017-2018,Playoffs,C,C,Golden State,California
109,Gerald Green,HOU,17,0,6.3,2.9,0.1,16.0,5.9,39.4,2.176,5.529,37.5,1.588,4.235,85.7,0.353,0.412,0.4,2.6,0.2,0.4,0.6,1.6,2017-2018,Playoffs,G,F,Houston,Texas
